trial_number,value,state,duration,lr,batch_size,lambda1_metaweight,lambda4
83,2.3084684440067837,PRUNED,0:00:00.059002,0.000260641279618356,243,0.539834682094451,0.10257461305092463
84,1.913593556880951,PRUNED,0:00:00.506751,0.00012497753801575003,30,0.611697794534266,1.6038484686407894
85,1.9252337139585745,PRUNED,0:00:00.479735,0.00010204149644807154,33,0.6088521308734041,0.4987039173524735
86,1.9467391173044841,PRUNED,0:00:00.165341,7.537847882261919e-06,182,1.0084359058369623,0.6733099234394595
87,2.297759622335434,PRUNED,0:00:00.063622,0.00019127615009806033,200,1.0794645201222675,0.680222784798715
88,1.9353684663772583,PRUNED,0:00:00.334165,9.832986241871323e-05,50,0.6022642002907538,0.4306815124619264
89,2.189037549880243,PRUNED,0:00:00.126494,0.0002793195987911709,48,0.52599401028106,0.4319998113384367
90,2.3594638466835023,PRUNED,0:00:00.070817,0.00029279206273509056,159,0.5224332115031691,0.1665418625110185
91,1.936869849120417,PRUNED,0:00:01.017101,2.0913821264965533e-05,12,0.5318785626653224,0.31370819181430476
92,2.5070944502658676e-06,COMPLETE,0:00:11.369677,0.00018231405806406643,11,1.1445783013539554,0.19374420283732496
93,2.8844301158731636,PRUNED,0:00:00.077557,0.0005959977155449011,138,0.5522851756356089,0.30677877508605195
94,3.111769501629169e-06,COMPLETE,0:00:10.800846,0.0002023683486277604,12,1.1542166154294706,0.2446797006381464
95,32.198431483336854,PRUNED,0:00:00.081127,0.0022375153189286377,114,0.8716574657500522,1.487124754753084
96,4.121420308947563,PRUNED,0:00:00.081769,0.0005207466565312525,98,1.2335417273781946,0.2133117444636034
97,3.478966916761091,PRUNED,0:00:00.202234,0.001027198095362068,24,1.1484234978791101,0.2626407709804631
98,2.1709424406290054,PRUNED,0:00:00.099633,0.00020098735219605508,62,0.9232171720692749,0.23544859197355997
99,6.4216734908875965,PRUNED,0:00:00.094794,0.0012591830685968353,74,0.5794701776526399,0.1499332901077035
100,2.522911622243769,PRUNED,0:00:00.126215,0.00044550173726874096,44,0.6967540821000162,0.39090017151799306
101,46.37574326992035,PRUNED,0:00:00.068744,0.004001841978587728,133,0.6528402888309441,0.5547171430944925
102,3.1807089845339456,PRUNED,0:00:00.056684,0.00029480429410832837,256,1.3144983745070988,0.9867767901677927
103,1.9740445397116921,PRUNED,0:00:00.119939,0.00017446121284598354,146,0.7569542323996824,0.18092684591463287
104,1.9168517334120614,PRUNED,0:00:00.447889,0.00014805116351620615,36,1.1515037243810282,0.24027676816865257
105,2.641532676560538,PRUNED,0:00:00.067372,0.0003500965399167797,244,0.5654503205047969,0.38626556501798437
106,8.18242541381291,PRUNED,0:00:00.086477,0.0008032383131907712,224,0.9892722804779969,1.9342788163452633
107,27.501662616546337,PRUNED,0:00:00.135319,0.0019514765247673094,59,1.3919116883551117,0.8977322232498319
108,2.665070857320513,PRUNED,0:00:00.114788,0.0005574047814803406,71,0.6859884641764917,1.321812860258886
109,4.9531621829323145,PRUNED,0:00:00.463668,0.0017148934127094173,13,0.8153908876983232,1.2156335161774234
110,7.690194368362427,PRUNED,0:00:00.098703,0.0010463186372909768,107,0.7414926665163288,1.0976309520373513
111,4.994237560492295,PRUNED,0:00:00.176387,0.0013454359159423704,29,0.7797825134353693,1.3759695757493193
112,1.9431961874167125,PRUNED,0:00:00.368177,2.4520493496203807e-06,42,0.6314349583206241,1.412242730444283
113,2.5026820367202163e-06,COMPLETE,0:00:06.991705,0.0004472422509261574,19,0.6273807475882396,0.17951156217360145
114,1.9431304995218912,PRUNED,0:00:00.670367,1.0187494184118771e-05,20,1.1991038727904852,0.1837717298410285
115,0.5449341214221457,PRUNED,0:00:06.415113,9.795507652371875e-05,13,0.9297446148909013,1.6470811868923567
116,0.8691849858770447,PRUNED,0:00:07.835212,9.793587738628949e-05,6,0.9200804035175596,1.5253815753016244
117,0.9407751714119889,PRUNED,0:00:06.207453,0.00010541102836111186,7,0.8411693642545485,1.4884791309235343
118,0.8482893714368743,PRUNED,0:00:09.567739,9.910039194575593e-05,5,0.8725474493246893,1.5167404480007571
119,1.933380524688792,PRUNED,0:00:00.640297,6.0039285028015546e-05,14,0.9263398801868258,1.6038347399104578
120,1.0817005619945297,PRUNED,0:00:03.757400,8.669123333853828e-05,9,0.8752063714115428,0.7651260845363845
121,5.950305421720259e-06,COMPLETE,0:00:13.832625,0.00021241202396334843,9,0.8359340323295422,0.78624809833247
122,3.5167656733392505e-06,COMPLETE,0:00:15.614803,0.00015925087408114613,8,1.1438993668196888,1.5331554549496416
123,2.5918545816239202e-06,COMPLETE,0:00:17.684843,0.00015509402568840322,7,1.2789147919289698,1.5501564867790392
124,1.8146613660980673,PRUNED,0:00:00.623510,0.0002220341566880001,22,1.1560666744361079,1.2539223446018566
125,1.9175359924634299,PRUNED,0:00:00.392267,0.00019684243402320648,25,1.1179948542566294,1.5481303434751272
126,1.9147056798140207,PRUNED,0:00:00.402737,0.00020969333196139324,25,1.1549802292644655,1.5481025033772426
127,0.7094209131694609,PRUNED,0:00:15.714591,0.00022402909043151389,4,1.1596558028774164,0.27734370646319423
128,2.477959469615598e-06,COMPLETE,0:00:23.958449,0.00015403066773412002,5,1.2091843871794994,0.3320880335481547
129,0.9252391572120369,PRUNED,0:00:11.115278,0.00014106929267370075,4,1.0928710591376092,0.9268797268004858
130,1.9437101846155913,PRUNED,0:00:00.305704,7.038839418761639e-05,33,1.1869058687868843,0.3283300463264225
131,2.3885747850727057e-06,COMPLETE,0:00:08.478926,0.00014658357009221344,15,1.0886012832177179,0.10545636476202624
132,3.1306763048633e-06,COMPLETE,0:00:09.772202,0.00015110621889383906,13,1.2898370883972938,0.11057472102690495
133,2.9675434234377462e-06,COMPLETE,0:00:09.370529,0.00016795873355929396,14,1.0782333966996605,0.2796032249917343
134,1.9523401771272932,PRUNED,0:00:00.100610,4.1275032116659206e-05,229,1.2677261860721412,0.11740841178633311
135,2.6700738544604974e-06,COMPLETE,0:00:10.054456,0.000162280881960789,14,1.2197961604211651,0.27776205665436593
136,1.1544709019763495,PRUNED,0:00:01.867692,0.00016849344953003142,16,1.0514869820384196,0.2881702257311931
137,11.282558334879129,PRUNED,0:00:00.345737,0.002958026813720541,18,1.0133582411390976,0.26143324130093604
138,2.1416865322324963,PRUNED,0:00:00.096355,0.0001473814604866998,172,1.0520525749761591,0.1073155305689857
139,0.4920418641277563,PRUNED,0:00:06.419558,0.00016132481952770697,14,1.0911180135660743,0.1650187284176831
140,6103.369784156161,PRUNED,0:00:00.401749,0.06873751504530577,12,1.1055036307720454,0.165751432924214
141,1.9430417862344296,PRUNED,0:00:00.345899,5.302119499709913e-05,32,1.2021785039246105,0.16004956714433177
142,3.6075546466387234,PRUNED,0:00:00.083015,0.0004247445440928437,117,1.2140486357893236,0.21379592282030374
143,1.9458855504081363,PRUNED,0:00:00.329467,2.2889574856956993e-05,36,1.1702719950158091,1.7924310064201345
144,2.005578194345747,PRUNED,0:00:00.058831,6.583690776010104e-05,218,1.349734949156515,1.7986852460943266
145,1.9493399177278792,PRUNED,0:00:00.121032,2.299478729403562e-05,245,1.1728728211377262,0.10607465006733403
146,2.1207696944475174,PRUNED,0:00:00.076022,0.00012380716906274967,187,1.241130275718784,0.2708592792642006
147,2.044408019851236,PRUNED,0:00:00.240655,0.00032648356306831845,22,1.0776606563622015,0.147468596575284
148,2.0895193070173264,PRUNED,0:00:00.062626,0.00012169189433700643,200,1.076022424688817,1.106857633934256
149,1.9028128473197712,PRUNED,0:00:00.491838,0.00022272459441898692,22,1.1365372828604938,1.9953231309520643
150,1.9363373921198004,PRUNED,0:00:00.502627,7.785687806591016e-05,22,1.1353638052752968,0.1611216207180073
151,2.045795799338299,PRUNED,0:00:00.422160,0.00024643510898496643,13,1.2973362798303378,0.22406384375746083
152,1.9108184945583344,PRUNED,0:00:00.652262,0.00012087251123127245,15,0.5920168234617661,1.0193635824889509
153,1.9137453558770092,PRUNED,0:00:00.582618,0.0001335504512097272,17,0.6122598841682358,0.4966466620974225
154,2.049961903515984,PRUNED,0:00:00.100177,0.00016241245156581923,92,0.5919392965705655,1.0224628332718875
155,1.915024826603551,PRUNED,0:00:00.611966,0.00012277971714459742,16,0.6148232389847117,0.9377482656549467
156,2.280931661526362,PRUNED,0:00:00.079218,0.0003753505614778867,132,0.5129597652325693,0.1950267998748784
157,2.350788735291537,PRUNED,0:00:00.447629,0.0005294965194430891,11,1.1030188773419893,1.6931506675329397
158,2.4062724151008297e-06,COMPLETE,0:00:15.884452,0.00017935588826882605,9,1.108553430046201,1.6992722340395094
159,0.8857195465356712,PRUNED,0:00:04.225731,0.00016535476835581958,10,1.1001789395513706,1.6015539844813396
160,1.0101929188651197,PRUNED,0:00:03.181476,0.0001731782117508454,11,1.2749766671917615,1.581894814992406
161,1.9392146055514996,PRUNED,0:00:00.348357,8.2566627183757e-05,29,1.2958270987934057,1.62397484671963
162,2.762573509380735,PRUNED,0:00:00.221618,0.0006992255549120883,26,1.2607325517489194,0.3521012563776383
163,5.607241348932253,PRUNED,0:00:00.448596,0.0020947293222942226,10,0.9771250358771828,1.449749182944848
164,2.1563036839167276,PRUNED,0:00:00.092365,0.00016469046231010553,126,1.347259342524737,1.7312542172534757
165,2.4332639412446455,PRUNED,0:00:00.074326,0.0002836886644729051,145,1.226562006833894,0.13172024275860894
166,1.9025547791130935,PRUNED,0:00:00.609137,0.000186204620994351,19,0.6773709746443412,1.5793465657308974
167,1.9063321002324423,PRUNED,0:00:00.455823,0.00018804503051033262,20,1.031129463850997,0.23489063802969204
168,0.7799231104392518,PRUNED,0:00:18.353635,0.00017866922237569312,4,1.027338008168755,0.2436444410529599
169,0.7710673190618345,PRUNED,0:00:06.852431,0.0001502885961841722,7,0.5704341991315862,0.31697247799495454
170,3.0503156303718524,PRUNED,0:00:00.560186,0.0016233631171847754,8,0.5632230313579758,0.187536645602145
171,5.450840981250786,PRUNED,0:00:00.509305,0.0016186330479132046,9,1.12032852602968,0.30258568297645266
172,2.019265664475305,PRUNED,0:00:00.232609,0.00024831042410591734,27,0.9469160864110429,1.8625633395505043
173,0.8835434931260283,PRUNED,0:00:11.791231,0.00011313200643734388,4,1.1209035601096136,0.2938237162073257
174,25.051481509820007,PRUNED,0:00:00.160344,0.00254127613873771,39,1.123425325309635,0.31925053469023723
175,1.9407877830358653,PRUNED,0:00:00.331193,0.00010779673672739828,39,0.7962774191948512,1.4839278470006172
176,0.9995302279149333,PRUNED,0:00:07.646735,8.965082171317185e-05,4,0.5725996729989433,0.40666552026322916
177,1.9341009514672416,PRUNED,0:00:00.129370,4.815988293069918e-06,237,0.639462798836596,0.417598864840224
178,1.0004606508119132,PRUNED,0:00:08.861276,9.094858806182936e-05,4,1.2082396627232073,0.39944445745192103
179,1.9299209321087056,PRUNED,0:00:00.569580,8.90710515710158e-05,17,1.2547511678756504,0.23529919819732753
180,2.4386533823417267e-06,COMPLETE,0:00:26.420815,0.00013065747111290707,5,1.2093476574392998,0.2530446406148467
181,1.448667926974194,PRUNED,0:00:11.510253,0.00023301695217838297,4,1.1905327611605514,0.36757877641343306
182,2.063091362676313,PRUNED,0:00:00.193855,0.00028993845500008167,24,1.1849474147979953,0.35548345036477874
183,1.3297566345302008,PRUNED,0:00:07.634032,0.0003450496230731532,4,1.2135323742018118,0.2527281623996145
184,1.5229544559473633,PRUNED,0:00:06.071321,0.0003623975601596842,4,1.2070834456593602,0.2534840206584518
185,3.0396995226542156,PRUNED,0:00:00.189728,0.0003617344663015992,102,1.2394371043484407,0.23286961897248584
186,2.0225015020370485,PRUNED,0:00:00.339353,0.00022310405816823565,15,1.2143409973689547,0.27180358269379934
187,2.107200561685765,PRUNED,0:00:00.191496,0.0002482395225858922,32,1.1743548855281578,0.4792167068868163
188,1.9174233418638988,PRUNED,0:00:00.601194,0.00012622970943784438,16,1.2947678372086033,1.2007256378119529
189,2.1533695608377457,PRUNED,0:00:00.061524,0.00013149079388613872,207,1.325581559735652,0.1974544098077921
190,1.9247803118299036,PRUNED,0:00:00.842483,6.959238248946e-05,11,1.1993676233207367,1.4248702509027935
191,1.9266033414043957,PRUNED,0:00:00.519552,0.00011532751728933114,19,1.1640199329309593,1.2970811500644155
192,1.9918752757596299,PRUNED,0:00:00.234768,0.00019441778667658374,21,1.1683723583191024,1.6783000475833971
193,1.992786799805074,PRUNED,0:00:00.271788,0.00020513245251156293,19,1.1449204391972645,0.13670502491023742
194,2.079189726125414,PRUNED,0:00:00.342594,0.0003314435922090518,14,1.0586033130876022,1.7456144762585277
195,3.0281304478645326,PRUNED,0:00:00.070230,0.00032813888938310515,158,1.1881357884979813,1.6464630748854252
196,3.698248545328776,PRUNED,0:00:00.072999,0.00043941472684614323,177,1.0767955106494733,0.10635686521479629
197,193.9756754040718,PRUNED,0:00:00.063727,0.003908167891353679,250,1.2290590893571227,1.926881961479911
198,1.889880020722099,PRUNED,0:00:00.766159,0.00014877193096300036,13,1.2256579662905829,1.9182342526070622
199,1.1789056428017155,PRUNED,0:00:01.893779,0.00014585961149867483,12,0.7059008949781378,1.077239573845539
200,1.023546481692551,PRUNED,0:00:03.329533,0.00014949961029276626,10,0.5000227407725862,0.20070349296603582
201,2.0078934816753162,PRUNED,0:00:00.506607,0.0002442281211455654,11,0.9043925930071903,0.20205439308296974
202,1.180705104143389,PRUNED,0:00:01.793218,0.0001447360755345113,12,0.5022776597398426,0.3565758227930477
203,1.923138848666487,PRUNED,0:00:00.446518,0.00016826537384095566,26,0.5449769516897462,0.15525316157854227
204,1.9234833114118461,PRUNED,0:00:01.033177,5.304069187996576e-05,9,0.5045612362348038,0.17728411030575192
205,2.615791808050799,PRUNED,0:00:00.528458,0.0011916673980944086,9,0.5277204035658517,0.10205465831099675
206,1.9416208056842579,PRUNED,0:00:00.434865,4.371396259281341e-05,22,1.1385832944791563,1.386941979520546
207,1.913526171904344,PRUNED,0:00:00.431160,0.00018652644071174,23,0.5215016618718827,1.3957967393802007
208,2.726796537899645e-06,COMPLETE,0:00:13.952723,0.0001806376182138133,9,1.1494629101952274,1.5113086892108414
209,2.1244562589205227,PRUNED,0:00:00.084834,0.0001807745054960708,121,0.733252104824128,1.4912017492838125
210,1.183555049931302,PRUNED,0:00:02.064575,0.00014075352170684496,11,1.1419226813176455,1.532572818156616
211,2.018890391696583,PRUNED,0:00:00.076010,0.00011173953013689414,137,1.1414892511601649,1.555066296109962
212,2.174466089854832e-06,COMPLETE,0:00:13.778608,0.00019137664430001752,9,1.1166505920490124,1.5028262603852307
213,2.994406170155629,PRUNED,0:00:00.591901,0.0009115556385370954,9,1.1034320239368351,1.51947487918894
214,1.9184102619236165,PRUNED,0:00:00.720619,0.00012828983133932902,17,1.109280668254216,0.8458545562775873
215,1.904589147567749,PRUNED,0:00:00.653147,0.00014216299800165559,15,1.0025138600207963,1.6312910275655321
216,2.0327979136597025,PRUNED,0:00:00.301055,0.0002630052949166849,17,1.1521034648723636,1.6448750862138706
217,1.9302206909656525,PRUNED,0:00:00.703239,7.750859344414623e-05,15,1.159377082306075,1.6481810021131438
218,2.002389157259906,PRUNED,0:00:00.217800,0.0002070064953937241,28,0.5487505619359969,0.21888539513775637
219,2.8267591005715076e-06,COMPLETE,0:00:09.025682,0.00017668432538383048,15,0.8210035867890879,0.2844935731557683
220,2.4139135820525035,PRUNED,0:00:00.085406,0.0002788103480467778,113,0.8230171674968932,0.14359746602125156
221,1.9237262034416198,PRUNED,0:00:00.338680,0.00018281788687084594,30,0.5367758487157491,1.514122292379961
222,1.957081743649074,PRUNED,0:00:00.100506,8.517436765637267e-05,230,0.5344473414227908,0.3269001853807574
223,1.9859335841955963,PRUNED,0:00:00.212069,0.00010753480461851272,28,1.2789351005889258,0.29627667787037937
224,1.9314022397293764,PRUNED,0:00:00.458635,0.00010889723880210378,22,1.2813793799819295,1.5363641474873515
225,1.9459162113514352,PRUNED,0:00:00.344298,9.940068722018944e-06,32,0.5897088249154103,1.1284762274048972
226,1.7279351917902628,PRUNED,0:00:00.703637,0.00023542553619253893,20,0.5873782795581735,1.8261280481812565
227,2.2757667132786343,PRUNED,0:00:00.064512,0.00024050529352245674,217,0.582025230347168,0.1684652570161706
228,3.671618084112803,PRUNED,0:00:00.116456,0.000667183403695879,50,0.6625380481991283,0.2595461311808936
229,2.776829367876053,PRUNED,0:00:00.093906,0.0005015597638356472,75,0.6290208716124452,0.2126704103292445
230,2.798159748315811,PRUNED,0:00:00.090605,0.0004520973146275091,93,0.6213149749529112,0.20887218004426122
231,2.0696132357915245,PRUNED,0:00:00.254265,0.0004471447456545108,20,0.6176324885902549,0.21957605693430565
232,5.548736726663199,PRUNED,0:00:00.257417,0.0023219818715756353,18,0.6624616656642262,1.4547422500855014
233,15.729666762492236,PRUNED,0:00:00.152497,0.002183339049708215,45,0.6436482913968636,0.2829501421611206
234,2.0040070814422415,PRUNED,0:00:00.246615,0.00030978075510480323,19,0.6779820258587366,0.628511890497725
235,2.0078383850794967,PRUNED,0:00:00.532933,0.00029227817708594496,8,1.2508089032815752,0.12899028220982448
236,3.0769306249567308e-06,COMPLETE,0:00:15.212899,0.00030705813677276865,8,0.8546098070654788,1.5900489076585969
237,2.0276902137986768,PRUNED,0:00:00.539615,0.00029022188886546063,10,1.2474391458122154,0.13557019219295585
238,2.0117621005781543,PRUNED,0:00:00.456315,0.0002834814833952764,10,1.122216281890499,0.14221762903670765
239,4.484586042963201e-06,COMPLETE,0:00:09.142359,0.0001948040580323749,15,0.54898341148872,0.16932293236492227
240,2.26019909646776,PRUNED,0:00:00.090666,0.0002061106501879276,83,1.121771019582912,0.17764840035374788
241,2.6141826765524456e-06,COMPLETE,0:00:09.477238,0.0002014575621353216,14,0.5460743869929036,0.18421492977047188
242,1.9224728604157766,PRUNED,0:00:00.415335,0.00016374914546803584,25,0.5437577768517722,1.592789837377523
243,2.2615684121847153,PRUNED,0:00:00.060907,0.0002027941876547743,192,0.8573821559251579,0.2569155916081765
244,1.9454016907270564,PRUNED,0:00:00.321313,1.8619550994655517e-05,35,0.7552326865240556,0.18327603890823985
245,2.0170754517350242,PRUNED,0:00:00.322175,0.0003697138495126827,14,0.5605432536574444,0.3164390002470467
246,2.232571244239807,PRUNED,0:00:00.060851,0.00016181933519974202,242,1.0877638918495705,0.23317483279774065
247,1.9139260625839234,PRUNED,0:00:00.597226,0.00012540315083786507,15,1.3097929996313844,1.0268964654668151
