trial_number,value,state,duration,lr,batch_size,lambda1_metaweight,lambda4
248,7.0525418736717915,PRUNED,0:00:00.099816,0.001592449724750951,69,0.7195613301910048,1.354129369562789
249,10.049783044391209,PRUNED,0:00:00.117076,0.0014731060972901363,57,0.7760522011292458,1.4757130665112825
250,7.588485285639763,PRUNED,0:00:00.111006,0.0013560536800135102,64,1.1730031278510533,0.9607140077659234
251,108.37508989108001,PRUNED,0:00:00.585966,0.021990802751476555,7,0.531023205466975,1.1965671789716574
252,2.8204186140933882,PRUNED,0:00:00.309410,0.0010244764337465633,14,0.7936085458326471,1.2594030665542626
253,7.489837007657174,PRUNED,0:00:00.951481,0.003213273304573639,4,0.9489883411281592,0.1766432696751105
254,4.503574311733246,PRUNED,0:00:00.072750,0.0008167582286706129,151,0.558295436219045,0.10298050337264245
255,1.9080804105727904,PRUNED,0:00:00.415616,0.00022196949916335876,24,0.7335652400062953,0.27676554288898364
256,4.212230285008748,PRUNED,0:00:00.056702,0.000551851272506748,256,0.6903390742470811,1.5736541949414151
257,2.017026424407959,PRUNED,0:00:00.072632,0.0001715998029697874,128,0.5186323520516518,1.0451477635925597
258,2.022172549191643,PRUNED,0:00:00.096017,0.00012188413953194733,88,0.7652985353021224,1.708308227855799
259,0.99617814479104,PRUNED,0:00:03.144216,0.00015388918805371818,9,1.1348025206912662,1.3078132112790222
260,1.8865731052149122,PRUNED,0:00:00.642317,0.0001596106988612088,14,0.8049749691377623,0.35625319881918316
261,0.897272333662997,PRUNED,0:00:05.301301,0.0002111219726197429,8,1.175754463308063,0.2512137690939859
262,1.9864454824816098,PRUNED,0:00:00.322856,0.00022294929134777602,17,0.8329827207969814,0.24224449201097398
263,1.9329361395097115,PRUNED,0:00:00.428868,9.519004971653212e-05,21,1.1863571874960175,0.3010371572458088
264,0.9937925355535158,PRUNED,0:00:05.834483,0.00025526605638873833,7,0.9017100076538924,0.19949311229545916
265,1.94568372964859,PRUNED,0:00:00.115337,1.0420566306919498e-06,164,0.8961913112441316,0.21451605541345645
266,0.4060563811211176,PRUNED,0:00:12.837275,0.00026107206233082566,8,0.8772009075415873,0.19720247878998992
267,1.0949482469148533,PRUNED,0:00:03.145063,0.00013426506826032648,8,0.8790874457235528,0.24738739770955842
268,0.8370226353246678,PRUNED,0:00:10.279437,0.00012961042123815506,4,1.200089753021405,0.33673442583865715
269,0.5492739157891402,PRUNED,0:00:20.419923,0.00013604835291496732,4,1.1643687970027443,1.5070916185362206
270,0.9003990994345757,PRUNED,0:00:09.923785,0.00013327321916247923,4,1.1675191917529595,0.43942321676527063
271,1.0316384523706947,PRUNED,0:00:04.930303,0.00010787670818463692,5,1.155574190534403,1.4489745453955722
272,1.0369768270882227,PRUNED,0:00:06.149189,0.00010125562687798595,4,1.151026802743451,1.4877447750519899
273,1.9048535554639754,PRUNED,0:00:00.713695,0.00010755166828746119,12,0.8560873245369306,1.4372847765372536
274,1.0452194012263243,PRUNED,0:00:02.271894,0.00017850592994828393,11,0.8381956265585393,1.5008896131325757
275,0.903657094044711,PRUNED,0:00:10.005739,0.00018050499806520514,4,0.835730227457551,1.5145190202746717
276,22.4717473310809,PRUNED,0:00:00.963090,0.005334493530095088,4,1.201386545410435,1.6054641479496534
277,1.8909542527154228,PRUNED,0:00:00.637283,0.0001525904219023742,14,0.8126255212262797,1.535931137964224
278,2.1578096449375153,PRUNED,0:00:00.069857,0.00014703180101417594,203,1.1074127582228908,1.551265126853907
279,2.0010983565143334,PRUNED,0:00:00.333266,0.0001872539263275625,14,1.3523439535874118,1.5682273369751085
280,0.9015002852325799,PRUNED,0:00:14.758189,0.00023192102924734405,4,0.7882996451422845,0.3199361838894502
281,0.9823003245457527,PRUNED,0:00:10.047735,0.0002152736504791823,4,1.0896822993788398,1.6686466228303147
282,2.0110323388468134,PRUNED,0:00:00.271609,0.00023969965745193806,17,1.0662461824779903,0.43815941552657045
283,1.9398914303555586,PRUNED,0:00:00.869485,2.6843918608790475e-05,10,1.2187900758026167,0.3310697142044166
284,2.020103962982402,PRUNED,0:00:00.394241,0.00021817872123110595,11,1.225282966316544,1.6143888638540629
285,1.9057933807373046,PRUNED,0:00:00.492330,0.00018723201015988412,20,0.8240391404572985,0.3761174869259282
286,1.9294957029819488,PRUNED,0:00:00.639297,7.90517717940286e-05,15,1.089200554789637,0.29705715595593424
287,1.90356671333313,PRUNED,0:00:00.493014,0.00019358213845556898,20,0.7925387886388378,1.6633812466158957
288,2.041532561343203,PRUNED,0:00:00.318570,0.000274507881175585,16,1.096761755307831,0.297525542092435
289,1.9827869994528342,PRUNED,0:00:00.439316,0.0002718003309691941,10,0.8581453497437553,0.15139254102561617
290,2.382515182861915,PRUNED,0:00:00.088421,0.0002618476404276949,121,0.8577901377640227,0.14749393866411592
291,7.049492290904445,PRUNED,0:00:00.374700,0.001868668983797067,12,1.131389131624256,0.15288884168279257
292,2.0191307715921596,PRUNED,0:00:00.417506,0.00033332775935625324,10,0.9795871643692579,0.11090419959881422
293,1.9525845306260246,PRUNED,0:00:00.133390,6.096966397407265e-05,108,1.182498225407865,1.5119920054572833
294,1.9262384752432504,PRUNED,0:00:00.404689,0.0001560761648247877,25,1.1788567860124317,1.5051513530857341
295,1.9891521398510252,PRUNED,0:00:00.197568,0.0001635170944161248,27,1.2616292598915206,1.5043510775482225
296,1.9264691531658173,PRUNED,0:00:00.394768,0.00015382064027845063,25,1.1277269174536835,0.5424293740157949
297,1.9291138685666598,PRUNED,0:00:00.403690,0.0001251154920631552,23,1.1194366034183967,0.39162142764220764
298,1.9501545088631767,PRUNED,0:00:00.102652,3.7489267223069694e-05,224,1.1225391941680047,0.8829223908327941
299,1.9255404200734971,PRUNED,0:00:00.510480,0.00012064900828248802,19,1.2379201994104454,1.5833279525599848
300,1.923903621037801,PRUNED,0:00:00.499116,0.00012895301352866366,20,1.0355527576136287,1.753340092034317
301,2.127296765645345,PRUNED,0:00:00.058229,0.00011751332708182256,251,1.0531571903710006,1.7761301268051408
302,1.9981196089224382,PRUNED,0:00:00.304131,0.00020539242641422266,17,1.1555465631478599,1.5930773185539893
303,1.9307095228907574,PRUNED,0:00:00.497874,8.824159141911356e-05,18,1.1607308649339267,1.586964126391749
304,1.919323992729187,PRUNED,0:00:00.691668,9.650873901177516e-05,13,1.4332205934269835,0.2655337274879312
305,2.9257311480385915,PRUNED,0:00:00.073702,0.00035336340097743196,235,0.7890806163803119,1.6888616585600011
306,2.0869302638223237,PRUNED,0:00:00.354646,0.00040173059091647037,14,0.8158043031835943,1.9831185625339256
307,1.8930001598532482,PRUNED,0:00:01.096086,8.483159373428671e-05,8,0.8148616173300096,1.8847055297467858
308,0.8031109582672837,PRUNED,0:00:05.785561,0.00020340865502750346,8,1.0761947405090482,0.23149224954709957
309,1.944457333490073,PRUNED,0:00:00.991755,1.4002368215867487e-05,9,1.3036673629195814,1.8837379401944034
310,3.910317900590599e-06,COMPLETE,0:00:22.395779,0.00019558554316398654,7,1.1986642855763348,0.22671310505581965
311,2.489462076482596e-06,COMPLETE,0:00:19.873498,0.00019586358029595233,8,1.19511594987141,0.22105809515805375
312,35.288108656803765,PRUNED,0:00:00.083382,0.002514779392814481,135,1.199972766707512,0.22810754162652608
313,2.3512813647588096,PRUNED,0:00:00.070465,0.00021113229541013198,174,1.0844665757086371,0.10309115781218346
314,2.163292743942954,PRUNED,0:00:00.076249,0.00018111976977426715,144,1.3368722726838604,0.7369200000003803
315,2.631866209412692e-06,COMPLETE,0:00:18.970369,0.00022476578750049806,7,1.1473868326926917,0.1885892061646255
316,38.34391979352537,PRUNED,0:00:00.471749,0.00701296517319985,9,0.9622264022412466,0.27227371143544726
317,2.018041327725286,PRUNED,0:00:00.326080,0.00022821816098781314,13,1.137324880602463,0.18502886040488567
318,0.8123348281588606,PRUNED,0:00:11.893591,0.00014709479709335035,4,0.7552023856976195,0.3260318090303358
319,1.9318690825534124,PRUNED,0:00:00.731952,6.978139714014072e-05,16,0.7527107910102375,1.4210064265057767
320,2.123688050678798,PRUNED,0:00:00.168549,0.00015027044797721585,245,0.7500245894074852,1.4203911068229809
321,1.9342904782295227,PRUNED,0:00:01.656423,6.456308212511713e-05,15,1.268704029697201,0.36300034583775426
322,2.1273420969645183,PRUNED,0:00:00.098618,0.0001496210376510359,102,1.1852655421589555,0.3557188585856161
323,2.01716410284457,PRUNED,0:00:00.401431,0.0002556617226879784,13,0.9373984394764335,0.32471121495693017
324,2.0706127368486844,PRUNED,0:00:00.247221,0.0003133071293214321,23,1.283643386375767,1.5529242823883078
325,5.778201585495344,PRUNED,0:00:00.620355,0.001984786996186998,8,1.0148524199904176,0.18099860883293742
326,2.0539246052503586,PRUNED,0:00:00.073608,0.00010295497527828347,187,1.1032366774792743,1.462853973021863
327,1.9459822110591396,PRUNED,0:00:02.452239,3.4481393494313884e-06,4,1.1111228499284893,0.13883594302348484
328,1.9479786799504206,PRUNED,0:00:00.162591,3.2033618378317237e-06,115,1.1444828759518029,0.1394826253162658
329,2.008114604239768,PRUNED,0:00:00.182216,0.00017650794722500875,32,0.9100997655467538,0.27172024095152947
330,1.922220869064331,PRUNED,0:00:00.531986,0.00013829971084682158,20,1.2140517086140927,0.2099329301784954
331,2.032647685658547,PRUNED,0:00:00.377821,0.0002447016633375484,12,1.2094489593170588,0.19908846097603744
332,2.0446724742650986,PRUNED,0:00:00.371133,0.0002552919665752286,11,1.1824494876378926,1.6318008296163107
333,3.6007532965053213,PRUNED,0:00:00.273686,0.0010957643368932246,17,1.2374022192889407,0.13732027995151064
334,2.4135356068611147,PRUNED,0:00:00.067489,0.00032397217076255656,155,0.5206068483428601,0.10060119143325874
335,9.01399963116774,PRUNED,0:00:01.019234,0.002943425404950877,4,1.3779202610807633,0.29204412757422704
336,2.0012658865828263,PRUNED,0:00:00.172891,0.00011008290981456362,40,1.1061771774705211,0.2975496048798731
337,0.6516208476437035,PRUNED,0:00:20.100005,0.00017613531582531125,4,1.1434038050777962,0.25584225858719234
338,2.285199318613325,PRUNED,0:00:00.056755,0.00017390075934426905,219,1.1370407063607806,0.24621510279772618
339,1.945837378501892,PRUNED,0:00:00.110208,6.228833203285347e-06,197,1.1643872377995195,0.5930129427705382
340,2.292686888465175,PRUNED,0:00:00.178926,0.0003979876009572603,28,0.8864607749405533,1.8309817751561241
341,2.2367829254695346,PRUNED,0:00:00.069203,0.00018356188777685287,213,0.870633321834522,0.41211185537347866
342,2.283354781292103,PRUNED,0:00:00.201872,0.000394434268939496,28,0.8788058608797125,0.17392464983256256
343,1.931529918542275,PRUNED,0:00:00.359724,0.00012511544558089024,29,0.6024213386991589,0.46894498035316245
344,1.9264133916774266,PRUNED,0:00:00.444890,0.00012574789359010412,21,1.0584172036259356,1.5582209595339913
345,1.9214853863172894,PRUNED,0:00:00.532686,0.00013545808124048437,19,1.1944389046527848,0.4749119073956147
346,4.15696781453952,PRUNED,0:00:00.235829,0.0013341101171624873,21,1.0666364615788788,0.22409998082871857
347,1.9128882711933506,PRUNED,0:00:00.713555,9.348124857991029e-05,12,0.8480232741898187,1.7149457709227285
348,2.0172507081712996,PRUNED,0:00:00.064761,9.267368557796084e-05,230,0.8404021504084412,0.16912087157131392
349,1.0803253979367369,PRUNED,0:00:02.363635,0.0001658720610291322,11,0.5585552016999196,1.462060194954794
350,1.9836722131698363,PRUNED,0:00:00.388112,0.00016564827215758766,12,1.2322574792138838,1.7276365572675076
351,1.9852088165570454,PRUNED,0:00:00.486178,0.00019233985633693244,9,1.124681059873273,1.4687063033567205
352,2.0819121301174164,PRUNED,0:00:00.099265,0.00020716016601889065,77,0.5633431157820534,0.2616336108373897
353,2.012675678217283,PRUNED,0:00:00.521419,0.00030182257723951165,8,1.2574531788926584,1.4752923027735323
354,1.9374700682137602,PRUNED,0:00:00.543356,5.31924713116159e-05,16,1.2590595325430685,1.6081789930915489
355,2.081801454226176,PRUNED,0:00:00.073246,0.00016011002126503586,125,1.1464524621833332,1.6279623310688294
356,1.9887027036059985,PRUNED,0:00:00.266610,0.00023971770031157183,17,0.7724149007905818,0.681609248020788
357,1.9425032754098215,PRUNED,0:00:00.539548,3.044020634942226e-05,16,1.3214414683457663,1.547332899447891
358,2.0093791782855988,PRUNED,0:00:00.070363,0.00010746014869482959,130,1.1619758800972317,1.3743404527403356
359,1.8704660115034684,PRUNED,0:00:00.658779,0.00017116390148342974,13,0.9884056033636932,1.547883065061589
360,1.997668686401413,PRUNED,0:00:00.541750,0.000511205660634244,9,0.514663214956117,1.9587233276055553
361,1.903755526388845,PRUNED,0:00:01.109122,7.490950213376893e-05,8,0.8114175721250062,0.2080645167407652
362,68.7804125547409,PRUNED,0:00:00.100148,0.003918685299560535,97,0.8095873127361771,0.19246975595533747
363,3.141071828928861,PRUNED,0:00:00.083434,0.0007006766567334146,141,0.5085840443609818,0.3264693862010123
364,1.9469120814250065,PRUNED,0:00:00.445177,1.0641383049158353e-05,23,1.198413067476099,0.272944922854618
365,2.905552479955885,PRUNED,0:00:00.067476,0.0003081900375715603,182,1.1888082718085837,0.23869043202920776
366,7.252113821045045,PRUNED,0:00:00.225265,0.0018384089854894133,24,1.2163648893746566,0.15650420711172264
367,2.48925827230726,PRUNED,0:00:00.070050,0.00021908992357672376,241,1.141329166196418,0.2812110053633167
368,1.0893227682318738,PRUNED,0:00:03.099368,0.00012542628982523447,8,1.1094791897734881,0.10455529055751644
369,1.8948225141853414,PRUNED,0:00:01.075861,8.153880076433298e-05,8,0.7089025567093791,0.3838369090370008
370,1.9124498751855665,PRUNED,0:00:00.564087,0.0001319424858906902,16,0.702624573914342,0.10294996784551634
371,1.9925651707000016,PRUNED,0:00:00.643962,0.0002556168486664187,7,1.297851343661609,0.40285895361319923
372,2.498806129802357,PRUNED,0:00:00.076867,0.0002672069537575749,148,1.1681739899405104,0.33960119951992895
373,0.8169397509066008,PRUNED,0:00:13.155158,0.0001460048529701746,4,0.5365885085142255,0.15447190894113408
374,1.994584931568666,PRUNED,0:00:00.157665,0.0001126259149768227,34,1.2905786255332268,0.14157123956514206
375,1.9447529816627502,PRUNED,0:00:00.631115,1.8397099082279074e-05,15,0.9236238830967429,0.2261862841698214
376,2.1461110290359047,PRUNED,0:00:00.144859,0.0001805685653313991,45,1.1065557655549378,0.23005141728757478
377,2.208722472190857,PRUNED,0:00:00.061075,0.00021192420898416192,248,0.5394086490884661,1.6576128998144926
378,1.9002328854854975,PRUNED,0:00:00.979159,0.0001421414241809096,14,1.0929283763327324,0.18062555469324038
379,7.9598745234807335,PRUNED,0:00:00.408380,0.00250813881770805,20,1.0414433474606952,0.1714012961691193
380,1.8827222502749899,PRUNED,0:00:01.564744,0.00014526124971874036,13,0.6456938265903545,1.5901982329989905
381,2.1573457452985974,PRUNED,0:00:00.144212,0.00019568122894253186,166,0.6453828288769798,1.527905049519429
382,2.0291883697445763,PRUNED,0:00:01.100657,0.0003156451620750914,10,1.1337104390902801,1.5804723081854217
383,2.1210286672298726,PRUNED,0:00:00.255600,0.0003413285340265728,23,1.4884974140825369,0.808666148207287
384,4.345591195769932,PRUNED,0:00:00.325255,0.0012912131946021294,13,1.1309150528305167,1.5819262322586185
385,1.9110940134668926,PRUNED,0:00:00.615186,0.00015826095558160562,18,1.2282879143857548,0.28693220254509155
386,1.0560838640216859,PRUNED,0:00:06.697574,9.677194259244104e-05,4,1.1670353202826667,0.5162936669946189
387,0.5958862936384576,PRUNED,0:00:25.163018,0.00020883096798580088,4,0.5783193100126324,0.2592103301178641
388,1.9853209257125854,PRUNED,0:00:00.082017,9.617711833379e-05,119,0.5819445415530459,0.13563455652319678
389,3.448250639182265,PRUNED,0:00:01.105396,0.0015921242406480999,4,1.1658361873336138,0.1882371360497881
390,2.1964627623558046,PRUNED,0:00:00.142028,0.00022874473877676358,51,0.7858774798643867,0.24411383221945146
391,2.153726916159353,PRUNED,0:00:00.218776,0.00046169023802691774,24,0.8327326619067732,0.2650090833534634
392,3.148080506956721,PRUNED,0:00:00.274553,0.0009681140456825494,18,1.1784634810750185,1.401741841585648
393,1.0176137201738038,PRUNED,0:00:02.435206,0.00019360091646741825,10,1.1485167638577176,0.3562989170719211
394,0.9942276448972763,PRUNED,0:00:07.089725,0.0002767449098027136,4,1.1563766595345555,0.2190970635582098
395,2.2419844440051486,PRUNED,0:00:00.076821,0.00018625689942539412,110,1.149459136465716,0.3236125393475924
396,0.4053023428686203,PRUNED,0:00:13.194442,0.00022716635184811567,8,1.172805603961012,0.25068243395196593
397,1.9864062272327048,PRUNED,0:00:00.665007,0.00026562972949515214,7,1.1908273699886942,1.3461833878977871
398,1.289830107922836,PRUNED,0:00:06.070954,0.00026293453345191034,4,1.1778181068127687,0.29461077805451397
399,1.9069586376990042,PRUNED,0:00:00.737832,0.00010947471810382486,12,1.1725612220730126,0.2899225369224475
400,1.2836782621440066,PRUNED,0:00:05.827158,0.00026486093953523586,4,1.11520057580587,1.8081358812345365
401,2.0173960040850814,PRUNED,0:00:00.470586,0.00023937047759722192,9,1.2139559194361658,1.4915296322050804
402,2.1788968642552695,PRUNED,0:00:00.064270,0.0001384982086532618,256,1.1209911625065383,0.2164853333367565
403,1.165986858388429,PRUNED,0:00:19.295730,0.00016728034791919192,4,1.082638198502724,1.6848405482396362
404,7.7690239643382135,PRUNED,0:00:00.326966,0.0021668909912835516,14,1.088458356341208,1.6689400383637132
405,1.7362792664157447,PRUNED,0:00:04.910847,0.0003697936288115514,4,1.2124296508133743,1.5278982265112377
406,2.0024197265025108,PRUNED,0:00:00.365898,0.00021005682980717013,12,1.122517630274328,1.4425352762276629
407,1.9815375845540653,PRUNED,0:00:00.286764,0.00016820519015112767,17,1.1847602958196626,1.2440778124064866
408,2.1075385643775206,PRUNED,0:00:00.506485,0.0004071638568564521,9,1.0130994339782915,1.6200108989007802
409,1.8900089535937212,PRUNED,0:00:00.879983,0.00011320536725620903,10,1.2411051446800587,1.625244907027123
410,3.035498097538948,PRUNED,0:00:00.065640,0.00036082415786892555,204,0.9564457495603568,1.8022903462636028
411,1.9245702264940037,PRUNED,0:00:00.754082,7.040825689402781e-05,11,1.2410041939135386,1.5249930048036648
412,1.9245797984207733,PRUNED,0:00:00.485524,0.00012402134483014625,19,1.2101572950848636,1.5323140964329807
413,1.9245257348899383,PRUNED,0:00:00.510052,0.00011371395028252036,18,1.2097105759789293,1.5274632163764728
414,1.9962847590446473,PRUNED,0:00:00.066606,6.551160457914677e-05,161,1.2131311499285933,0.1911647925681972
415,2.1026464700698853,PRUNED,0:00:00.069923,0.00012139104101850836,237,1.068627233460592,1.5183826795398039
416,2.0054763185977937,PRUNED,0:00:00.326629,0.00021256141783600985,15,1.0775520800790148,0.2589322701253765
417,1.9372751903533936,PRUNED,0:00:00.601613,4.8481965159559674e-05,15,0.8537798171349967,0.43001644146073215
418,2.001082802360708,PRUNED,0:00:00.273601,0.00021100622159812716,17,1.154897553978529,0.24992580777019271
419,2.3476506251555223,PRUNED,0:00:00.214023,0.0005861418014446723,23,1.1554421286231624,0.3719589237738322
420,1.9189486631980308,PRUNED,0:00:00.421891,0.00016993576548346076,23,0.8616893966684745,1.1661990267033429
421,1.9193410365020527,PRUNED,0:00:00.421187,0.00015912109465709133,22,0.8538697861130146,0.1949182347438556
422,2.1488862567477756,PRUNED,0:00:00.068553,0.000166304530259403,170,0.8607156833889267,0.179017654223952
423,13.864024021452472,PRUNED,0:00:00.371989,0.0032467442877155213,12,0.8994671406498886,1.9399005394021143
424,78.61463677883148,PRUNED,0:00:00.061616,0.002900783997814492,212,1.187231291637349,1.1700269348331807
425,1.0938288789467523,PRUNED,0:00:02.485400,0.00016329332928330772,10,0.7984308630206142,0.8560345238533545
426,939.2520988806184,PRUNED,0:00:00.484264,0.04329137395343982,9,0.8030558612642494,0.30376782347858117
427,392.3224950368146,PRUNED,0:00:00.475388,0.03502356949255349,9,0.6766997750876007,1.687721649307292
428,3.1596705402646745,PRUNED,0:00:00.058573,0.00032915518925702837,224,1.1336224397841834,1.9992317281697318
429,1.9334455872156533,PRUNED,0:00:00.878038,3.7758565667766e-05,9,0.8039066889493004,0.31394222015728507
430,3.913740178906774,PRUNED,0:00:00.473448,0.001744896429081445,9,0.612378429424541,0.22377581345635456
431,1.9067067231040402,PRUNED,0:00:00.924433,8.263239322423574e-05,9,1.0977774323210887,1.8663029119549261
432,2.4636500775814056,PRUNED,0:00:00.065796,0.0002276414584362002,187,1.0993620808668088,1.4837699832257951
433,1.9210960441660658,PRUNED,0:00:00.642720,9.323846791482543e-05,14,0.7696492161565162,0.1569205998654382
434,2.0870427886644998,PRUNED,0:00:00.089041,0.00015554505595485955,133,1.1982747831236893,0.157109820043988
435,1.9467767195035053,PRUNED,0:00:00.553665,7.389998106783268e-06,16,1.1364009030640667,0.8868715668934251
436,1.9464553642272948,PRUNED,0:00:00.584021,8.440224838967208e-06,15,0.7303092904154097,1.574560995472912
437,1.9982467142932385,PRUNED,0:00:00.268943,0.00020701485339420187,18,1.1339688538565709,0.3487614753921854
438,2.0244057090194136,PRUNED,0:00:00.182412,0.0002089943138662362,28,0.7357385984339084,0.3461098818175908
439,1.0370108603790242,PRUNED,0:00:05.711939,0.0002925393012535784,4,1.1722893809664372,0.2679570484657101
440,2.052606523791446,PRUNED,0:00:00.268014,0.0003005617954375852,19,1.171289856706995,1.5704919613154873
441,2.0492407270099804,PRUNED,0:00:00.334579,0.00029371456528372254,13,0.9944979992483471,1.5597135890948954
442,2.6228172249264188,PRUNED,0:00:00.088607,0.0002945953082378851,85,1.1691182914522904,1.7638196974016447
443,1.8926515796910162,PRUNED,0:00:00.691118,0.0001415230393951006,13,1.0408170407893593,1.4252195916682249
444,2.1250884532928467,PRUNED,0:00:00.065390,0.0001381896183796806,196,1.0409251891072444,0.2585449160463217
445,1.884483031688198,PRUNED,0:00:00.718435,0.00013472875836877034,12,0.823609393789655,0.9885717697527874
446,2.491533714276488,PRUNED,0:00:02.088824,0.0008008238779535916,4,0.8352833152243389,0.9765426763671579
447,2.3114360465157415,PRUNED,0:00:00.535231,0.000834150389491633,8,0.941533946304657,0.9930721545432452
448,1.0200535959453993,PRUNED,0:00:05.799277,0.00010805083336363548,4,0.8256376674301832,0.20717202382595387
449,1.946240899818284,PRUNED,0:00:00.375974,2.5584106949876148e-05,27,0.8189767330019764,0.209561645838235
450,2.8468536505455613,PRUNED,0:00:00.968219,0.0013462259730383126,4,1.1101562510679326,1.286989928385714
451,2.6748195687929788,PRUNED,0:00:00.064048,0.00023709025523698462,249,1.192260727859047,0.2785637334114958
452,1.067833115176488,PRUNED,0:00:06.961319,0.00019071507705319623,4,1.1169237309187574,0.14043475257285848
453,2.609256670039187,PRUNED,0:00:01.022858,0.001205685492052975,4,1.1170665349286204,0.138532715537796
454,2.0147819193926724,PRUNED,0:00:00.069817,0.00010509371987368804,140,1.2277970970049765,0.3924395106700606
455,1.9834270779515657,PRUNED,0:00:00.240911,0.00017769573747578819,21,1.1538151881651746,0.14411088871600078
456,2.0711697340011597,PRUNED,0:00:00.066326,0.00010472470799664185,233,1.117269500507331,1.6473531752192245
457,3.5654840230941773,PRUNED,0:00:00.088075,0.0004737082979750611,105,1.0744181716498775,0.29697046465853877
458,2.1544234371185302,PRUNED,0:00:00.255419,0.00046714278243747026,20,0.8872160960571642,0.1949106650232387
459,2.1317299604415894,PRUNED,0:00:00.096069,0.0001747887275557014,124,1.2464455421052059,1.4637580929554665
460,1.9062834850947061,PRUNED,0:00:00.488097,0.00018657080186674862,20,0.8879043084917362,1.4773993373201133
461,45.86946119202508,PRUNED,0:00:00.069115,0.0022170863830954313,178,1.1445929359738973,0.1949661606851968
462,1.9231982692082723,PRUNED,0:00:00.481851,0.00013110720693123903,20,0.9776026679657086,0.21596443789610956
463,1.9462048241070338,PRUNED,0:00:00.157393,1.4918094255109987e-05,113,1.1806878819379376,0.22882794317382457
464,1.9050757479667664,PRUNED,0:00:00.625608,0.00013326735281131048,15,0.5987984170935042,0.12757272303640077
465,2.00605221837759,PRUNED,0:00:00.093817,0.00012168367842311773,94,0.594770513956448,0.10408485266949519
466,1.9231523959533028,PRUNED,0:00:00.712859,8.105406463205616e-05,13,0.9662313520870769,1.0966113687472316
467,1.9233613831381644,PRUNED,0:00:00.763348,7.699868459964584e-05,12,1.223358721871342,1.1214825812317906
468,1.9199054933646147,PRUNED,0:00:00.817607,7.952848194365704e-05,11,1.194244427525843,0.31570545259407035
469,1.9830218603812069,PRUNED,0:00:00.490551,0.00025465461463510214,9,0.7793824337750354,1.906629615477225
470,1.9801232910925342,PRUNED,0:00:00.557564,0.00025549364490662054,8,1.088265951168353,0.4434301256155503
471,2.1146227741241455,PRUNED,0:00:00.133445,0.00021564191967674877,60,0.6249554198008717,0.7562218319239974
472,1.9998002549012501,PRUNED,0:00:00.225287,0.00020471461100662357,25,1.153016935823387,1.6157413840648138
473,1.9822260320186615,PRUNED,0:00:00.223746,0.00017465571962105896,25,1.0893308663868053,0.27212183591395034
474,1.990909085671107,PRUNED,0:00:00.217995,0.00018813562884107004,25,1.1466735297010824,0.2522581274543891
475,2.3912691067565572,PRUNED,0:00:00.172501,0.00036470943940949225,34,1.1379899888913425,1.69428269069799
476,5.85694310005675,PRUNED,0:00:00.168569,0.001720598244815622,32,0.6650383263228561,0.16923544194496778
477,1.9361160278320313,PRUNED,0:00:00.616806,5.606372529045342e-05,15,1.1249835831955255,1.6864976705941654
478,1.9146168447402587,PRUNED,0:00:00.526417,0.00014739558764900428,18,1.1924032543435548,1.3822078730843748
479,475.1434464339287,PRUNED,0:00:00.303713,0.01759437659768273,16,1.1686591043673888,0.9255463217806359
480,1.0209001152105228,PRUNED,0:00:06.106525,0.00010509732390105508,4,0.5620591043698102,0.37294248165711374
481,1.875195300707253,PRUNED,0:00:01.035954,0.00010110490185594248,8,1.063375063566812,0.3738830189877679
482,1.943317099051042,PRUNED,0:00:00.197658,0.00010495634027352037,68,0.5730623030635332,0.38696488216918495
483,1.1868324259756713,PRUNED,0:00:06.073592,0.00027223991746930086,4,0.9115423917198617,0.6619564326922905
484,2.189629759107317,PRUNED,0:00:00.060017,0.0001509903917118509,240,1.0662482272536156,0.6617632072349091
485,1.152985962488318,PRUNED,0:00:02.410405,0.00011714461313896328,8,1.2578914108354364,0.18033291044576524
486,2.0007522634837938,PRUNED,0:00:00.346271,0.00022846780222432017,13,0.9236547131700085,1.495593868965572
487,2.5940905353297357,PRUNED,0:00:00.337544,0.0006308759330410483,13,1.2661585768853791,0.1678542021988763
488,0.6983583056798546,PRUNED,0:00:06.275300,0.00016362475845913265,8,0.6884580978403091,0.16582371271179736
489,2.207667887210846,PRUNED,0:00:00.065924,0.00016585356602242211,156,1.1086154282775793,1.6032497914661972
490,2.009467981835847,PRUNED,0:00:00.488635,0.00030369957269503966,8,1.220613214565496,1.4249074739210799
491,1.98633944829305,PRUNED,0:00:00.227836,0.00019732238857109963,20,1.025803450187091,1.5575305298864197
492,1.070611334616138,PRUNED,0:00:03.060103,0.00012942174768044366,8,1.205111421359785,0.23776235741867946
493,2.316366737539118,PRUNED,0:00:00.072716,0.00024657455195139686,147,1.2082372175401765,0.3316491616520807
494,28.573815391822293,PRUNED,0:00:00.270937,0.004562287805934973,17,1.1314532713281351,0.23812523838949937
495,35.030694548379294,PRUNED,0:00:00.276877,0.0045485206443400565,17,1.4104673879233256,0.23719547648081868
496,1.8867544371148814,PRUNED,0:00:00.697715,0.0001532701945664425,13,1.194896850107676,0.28352910073869353
497,1.877687253298298,PRUNED,0:00:00.812336,0.00014140920736725501,12,0.7628705411976962,0.2961091293247778
498,2.0412816750375846,PRUNED,0:00:00.092597,0.00013083842123911592,80,0.9087426597604815,1.7341206395720539
