trial_number,value,state,duration,lr,batch_size,latent_dim,poly_order,lambda1_metaweight
59,1079.9428965178404,PRUNED,0:00:00.099450,0.017566835938348912,70,1,2,0.9161772778870891
60,2333.7028611302376,PRUNED,0:00:00.103179,0.02089797029232529,77,2,2,0.921339995417709
61,4161.918607685301,PRUNED,0:00:00.076625,0.024193337471895317,177,2,2,1.026990248985777
62,3.388611452920096,PRUNED,0:00:00.075733,0.0003215873238993305,216,2,2,1.195528079452035
63,375.6724491357803,PRUNED,0:00:00.090564,0.005070634466063911,152,4,2,1.0779900285969708
64,192591.7489271164,PRUNED,0:00:00.126791,0.09586992221805495,75,4,2,0.934106891345673
65,86.28266954421997,PRUNED,0:00:00.233627,0.004592037376226248,30,4,2,1.0818158590440596
66,3899.752607241921,PRUNED,0:00:00.114950,0.041633378405275125,66,1,2,0.8757818967866665
67,7.706145797457014,PRUNED,0:00:00.070553,0.0006896846380182011,214,1,2,0.8782013343902002
68,2.0019513158331392e-06,COMPLETE,0:00:04.840119,7.179351490192467e-05,33,2,2,0.5712626209763291
69,1.994675358218956e-06,COMPLETE,0:00:04.247662,7.21729725596211e-05,39,2,2,0.5639718008668346
70,1.9293672609329224,PRUNED,0:00:01.873490,5.7225623940178476e-05,60,2,2,0.6168376197991352
71,1.995369075302733e-06,COMPLETE,0:00:03.491147,6.086473777217807e-05,55,2,2,0.6030091209248447
72,2.0475290502820696,PRUNED,0:00:00.227521,1.6800113966131368e-05,240,2,2,0.82992324850839
73,2.009384388657054e-06,COMPLETE,0:00:03.213789,0.00010382023421882994,54,3,2,0.7888125215938235
74,2.028013527393341,PRUNED,0:00:00.252690,2.1356246088793357e-06,188,3,2,0.5376282492259158
75,1.994309589266777,PRUNED,0:00:00.467337,0.00010039043915305949,187,2,2,0.5306097049035003
76,2.0190286506777224,PRUNED,0:00:00.786628,6.755664380852823e-06,33,2,2,0.5595513566729134
77,2.031749063067966,PRUNED,0:00:00.205167,6.612354684210884e-06,174,2,2,0.5825286246752228
78,2.014105062152064,PRUNED,0:00:00.864582,7.262352300192149e-06,35,2,2,0.5647000704824207
79,2.135433735670867,PRUNED,0:00:00.189175,0.00023134698552856317,28,2,2,0.6496798156240813
80,3.2583734537183773e-06,COMPLETE,0:00:03.747173,0.0002461786121812298,42,2,2,0.658974130793071
81,2.2364454252965515e-06,COMPLETE,0:00:03.437960,0.00011583255464053074,45,2,2,0.6162023724453823
82,2.0263298665668117e-06,COMPLETE,0:00:10.771857,0.00010913870336689928,11,2,2,0.6117277530213501
83,2.0091088117624167e-06,COMPLETE,0:00:10.924167,4.325471654625063e-05,11,2,2,0.6170765912875767
84,2.0123911781411152e-06,COMPLETE,0:00:05.927210,4.80781993043065e-05,22,2,2,0.6070867292118776
85,2.008120309222828,PRUNED,0:00:00.329554,6.748227033602654e-05,141,2,2,0.6167462898820633
86,2.493736928954604e-06,COMPLETE,0:00:25.815569,7.162272457397984e-05,5,2,2,0.6067790323440794
87,2.262564066768391e-06,COMPLETE,0:00:29.889111,4.4859268906296846e-05,4,2,2,1.0038689437246517
88,1.4742991902655171,PRUNED,0:00:16.875170,0.00045968933083755353,6,4,2,0.9690873427336433
89,3.5992512021745955,PRUNED,0:00:00.084825,0.0004862169162193521,113,3,2,0.6711439497616836
90,2.0672021905581155,PRUNED,0:00:00.229994,2.437945310028297e-05,51,4,2,0.9605124332785997
91,2.146421949068705,PRUNED,0:00:00.151271,6.831690621790027e-05,83,4,3,1.0029388841539144
92,2.096721437242296,PRUNED,0:00:00.152380,1.7856237346406353e-05,84,4,3,1.0173569317075557
93,2.125557949145635,PRUNED,0:00:00.123315,2.9716447869455618e-05,63,3,2,1.1750346089925787
94,25.05166718694899,PRUNED,0:00:00.075714,0.0012037162522196875,172,3,2,1.169811498573975
95,2.9219622135162355,PRUNED,0:00:00.124588,0.0003818108597417879,60,1,3,0.7575462591556695
96,2.9322912395000458,PRUNED,0:00:00.065205,0.0003014053977400949,209,1,3,0.526661463099345
97,2.5528970062732697,PRUNED,0:00:00.081075,0.00014567339693665713,197,2,3,1.0704901160173261
98,1.9913661386593278,PRUNED,0:00:02.806134,1.1888915172790146e-05,9,2,2,0.5552903150096193
99,1.9980870371279509,PRUNED,0:00:01.892122,1.1643028619703662e-05,13,2,2,0.5539555215216976
100,2.0191382645862177e-06,COMPLETE,0:00:06.084718,5.0018857135454574e-05,24,2,2,0.5897713991006133
101,1.994006399450631,PRUNED,0:00:01.137667,4.6116662150433764e-05,26,2,2,0.6786909180769036
102,7.750467538833618,PRUNED,0:00:00.116338,0.0004914752206222213,152,4,3,1.0431640553276917
103,3.307460077603658,PRUNED,0:00:00.432411,0.0004964259298013254,25,4,3,0.9855099581134514
104,40.83118330209683,PRUNED,0:00:00.307797,0.002246663451735818,39,4,3,0.9830601345828012
105,27.49040819009145,PRUNED,0:00:00.421328,0.002261298965388465,25,4,3,0.9844775109365875
106,4.261638725957563,PRUNED,0:00:00.469500,0.0009190730743602493,24,4,3,0.5878974227007456
107,8.685355146725973,PRUNED,0:00:00.108800,0.0008609136829703359,135,1,3,0.5919953221386522
108,2.019063413143158,PRUNED,0:00:00.199247,6.412105903540369e-05,156,2,2,0.5846281131131509
109,2.0456731787351803,PRUNED,0:00:00.805965,8.027014421074899e-05,14,2,2,0.9544031142468782
110,2.047887307676402,PRUNED,0:00:00.671972,6.892408173340518e-05,17,2,2,0.939079632786664
111,1.999042979150545e-06,COMPLETE,0:00:09.011390,8.017354463783339e-05,16,2,2,0.6340187707224805
112,3.0283802061603637e-06,COMPLETE,0:00:21.550752,8.618718540118646e-05,6,2,2,0.5024006324378438
113,2.076188124459365,PRUNED,0:00:00.262407,2.228319223216697e-06,53,2,2,0.8486130435886912
114,2.0344442277146664,PRUNED,0:00:01.970855,2.412164153414582e-06,5,3,2,0.6409777694870724
115,2.724718342506094e-06,COMPLETE,0:00:25.670682,3.7014155102079734e-05,5,3,2,0.5098007584498513
116,1.993089310824871,PRUNED,0:00:00.693452,3.640798536362223e-05,47,2,2,0.5048275216379596
117,2.0436687618494034,PRUNED,0:00:00.238610,2.538578803565185e-05,47,2,2,0.760772018108207
118,1.9949119849638506,PRUNED,0:00:00.564357,3.751786940985696e-05,68,3,2,0.512036264720821
119,2.2221334843799987,PRUNED,0:00:00.133523,0.0001890182763295487,52,3,2,0.7977456066964412
120,2.119182575832714,PRUNED,0:00:00.135006,0.00011717337698449669,69,3,2,0.7963076257453557
121,50409.28480937746,PRUNED,0:00:00.076588,0.07044998403408884,170,3,2,0.8912882082572582
122,2.0650067001581194,PRUNED,0:00:00.500080,8.783296029271103e-05,38,3,2,0.8906018703638476
123,2.125169404915401,PRUNED,0:00:00.134533,0.0001277142513439515,55,1,2,0.8211229660833748
124,2.213670094807943,PRUNED,0:00:00.079324,8.696110029579276e-05,182,4,2,1.0946378006757043
125,2.199589269501822,PRUNED,0:00:00.218376,0.00015154565548631735,36,2,3,0.78015146487726
126,2.1890994716197887,PRUNED,0:00:00.183853,0.00024948152193740304,32,3,2,0.7417388725199949
127,2.1422721101687503,PRUNED,0:00:00.138455,0.00027324247523761324,58,1,2,0.7424857521507828
128,2.027603460682763,PRUNED,0:00:00.374766,5.168888544467363e-05,42,2,2,0.6893757771964841
129,2.037916053425182,PRUNED,0:00:00.168425,4.632281509657075e-05,142,2,2,0.7140588875864468
130,2.012032846042088,PRUNED,0:00:00.440071,1.560970794477041e-05,43,2,2,0.5349978099096475
131,397.9230462364529,PRUNED,0:00:00.129398,0.014311839134193212,65,2,2,0.5384342562915599
132,2.0331037839253745,PRUNED,0:00:00.234993,1.525106169246256e-05,83,2,2,0.6318416839602339
133,29654.057340054285,PRUNED,0:00:00.229747,0.04258486031971588,74,4,3,1.1357134046544253
134,2.4015821695327757,PRUNED,0:00:00.185988,0.00018743024920408284,75,4,3,0.6680235229927136
135,2.1301817297935486,PRUNED,0:00:00.128619,2.9367943022650133e-05,62,2,2,1.2031878506090958
136,2.057144288663511,PRUNED,0:00:00.304261,3.0854297275853246e-05,57,2,2,0.8556203933736498
137,2.0355585515499115,PRUNED,0:00:00.174489,2.0743080113066088e-05,192,2,2,0.6326228955733467
138,1.994262447624351e-06,COMPLETE,0:00:08.155489,5.726959700235279e-05,18,2,2,0.6083470837487399
139,1.999992491619196e-06,COMPLETE,0:00:06.978500,5.954027850236787e-05,21,2,2,0.6051582069130587
140,1.9971344045188744e-06,COMPLETE,0:00:06.761627,6.146155052608784e-05,21,2,2,0.604478891930918
141,12.345572418477161,PRUNED,0:00:00.284183,0.003577260350000833,18,2,2,0.557441714432526
142,2.0809502530028112e-06,COMPLETE,0:00:08.870529,0.00010092415917701942,15,2,2,0.5711219959683189
143,2.0539528122753836e-06,COMPLETE,0:00:04.831767,7.809172640074309e-05,30,2,2,0.5711666669039787
144,42.170332759939214,PRUNED,0:00:01.045482,0.009383213506279313,4,2,2,0.6055379649041318
145,2.025290163166552,PRUNED,0:00:00.537079,5.119705029906606e-06,18,2,2,0.5755463606198552
146,1749.6225545707955,PRUNED,0:00:00.368035,0.03349124780775994,18,2,3,0.5763859209644162
147,2.107188376287619,PRUNED,0:00:00.190249,5.123382854392091e-06,31,2,2,1.0588786165569235
148,2.018047379950682,PRUNED,0:00:00.475064,5.6255139562574824e-05,31,2,2,0.6517298191282878
149,3.542500508046942e-06,COMPLETE,0:00:11.397124,0.00010126083798035961,11,2,2,0.6339785293313874
150,1.997592789848568e-06,COMPLETE,0:00:09.931754,5.7172509951253995e-05,12,2,2,0.6485814464018531
151,2.345872189835063e-06,COMPLETE,0:00:12.642745,7.574462493166543e-05,10,2,2,0.6210875265051926
152,2.013419045466129,PRUNED,0:00:00.593969,3.8564871086122354e-05,14,2,2,0.6342079801357908
153,2.0410234355949797e-06,COMPLETE,0:00:11.926332,0.00010117116419128428,10,2,2,0.547263347035793
154,2.7264246554441853,PRUNED,0:00:00.416801,0.00035562512761431526,21,2,3,1.028533249697712
155,2.1468106297106715e-06,COMPLETE,0:00:11.380874,6.717631881045774e-05,10,1,2,0.6008098338119616
156,2.0269499145797454e-06,COMPLETE,0:00:10.687388,5.9151050224591884e-05,11,1,2,0.6107265204316089
157,2.04490627348423,PRUNED,0:00:00.079973,6.26904154102865e-05,98,1,2,0.6126375022242996
158,2.1239455699920655,PRUNED,0:00:00.067175,0.00013803953777271626,158,2,2,0.5433204615593968
159,2.096726738489591,PRUNED,0:00:00.080794,0.00011320702865190759,119,2,2,0.5956425421515954
160,1.9997189610876376e-06,COMPLETE,0:00:11.459711,5.567645501079856e-05,11,2,2,0.6286857562502841
161,2.005814621952595e-06,COMPLETE,0:00:11.929141,5.263638793646086e-05,10,2,2,0.629105526621015
162,2.0073136965947924e-06,COMPLETE,0:00:10.862623,5.525775090005619e-05,11,2,2,0.6263744186267591
163,2.039327730150784,PRUNED,0:00:00.218383,5.652256127193292e-05,22,2,2,0.683422388419929
164,2.2862454214516807,PRUNED,0:00:00.538002,0.0006003378665544098,11,2,3,0.628460579473579
165,2.056785076856613,PRUNED,0:00:00.061688,2.52886060139322e-05,210,2,2,0.663676932322
166,1.4634088165808044,PRUNED,0:00:04.695943,4.456022216000284e-05,10,1,2,0.5976242667375785
167,2.059006997517177,PRUNED,0:00:00.063811,4.606580523693068e-05,220,1,3,0.6017921491598835
168,2.0388076454401016,PRUNED,0:00:00.189030,6.995988998570656e-05,27,2,2,0.6598242134426019
169,2.547358577901667,PRUNED,0:00:00.074321,0.0001552706327500197,147,4,2,1.3234182480450292
170,2.099087735017141,PRUNED,0:00:00.072526,5.586304495054703e-05,131,2,2,0.9167461403565667
171,2.0371663506825763,PRUNED,0:00:00.267091,0.00010525498772188623,20,4,2,0.5525050283594495
172,2.3520963191986084,PRUNED,0:00:00.059263,0.0002098144391961117,234,2,2,0.6457447321646123
173,2.0385687790418925,PRUNED,0:00:00.140986,1.6072055270415987e-06,40,1,2,0.5953603907810749
174,2.1109891335169473,PRUNED,0:00:00.156114,9.377790411606016e-06,36,2,2,1.0982848843365958
175,81917.6223173108,PRUNED,0:00:00.334539,0.09519981463735584,14,2,2,0.9470581159722353
176,2.162809001988378,PRUNED,0:00:00.261263,0.00012976509074025532,26,2,3,1.0473096229934695
177,2.1768513239663223,PRUNED,0:00:00.396800,0.00012623691039638174,26,4,3,1.0499172131572643
178,2.0600211064020795,PRUNED,0:00:00.117692,4.365194952599745e-05,50,2,2,0.7163641670812966
179,2.077762680394309,PRUNED,0:00:00.116632,8.69897585879549e-05,55,2,2,0.6954912004035569
180,2.0863080748489926,PRUNED,0:00:00.137140,7.013696830761446e-05,54,4,2,0.7825131641414013
181,2.071031112881268,PRUNED,0:00:00.248139,3.394037811103897e-05,22,4,2,0.8357141208528623
182,2.0830803182390003,PRUNED,0:00:00.073641,3.67579440333212e-05,166,4,2,0.8327531431315729
183,2.1163895686467487,PRUNED,0:00:00.242240,3.390193524284997e-05,20,2,2,1.2192886909198457
184,2.036413423717022,PRUNED,0:00:00.175389,2.892665879704543e-05,47,2,3,0.5729638549534563
185,25.926253810734817,PRUNED,0:00:00.242588,0.005594094484825305,21,2,2,0.5619844774272383
186,2.052912255128225,PRUNED,0:00:00.115681,4.87858931891871e-05,63,2,2,0.6751650428850802
187,2.0619567897584705,PRUNED,0:00:00.067860,4.8219774085308345e-05,178,2,2,0.6788889856037756
188,1.4305029517860823,PRUNED,0:00:03.182755,5.011815041692306e-05,16,2,2,0.526140170231207
189,2.011457551609386,PRUNED,0:00:00.533847,5.319675904799696e-05,17,2,2,0.6254073421744126
190,78.10036312147628,PRUNED,0:00:00.158912,0.0063680507201087635,35,2,2,0.5898417988969238
191,2.033219947056337,PRUNED,0:00:00.186428,8.62087510827227e-05,34,3,2,0.5252858195504084
192,2.009013087445055e-06,COMPLETE,0:00:08.251245,8.823184981210506e-05,16,3,2,0.5234478608312034
193,2.043220964345065,PRUNED,0:00:00.104936,5.6559245046083656e-05,69,2,2,0.6263515057262581
194,2.0430754102193394,PRUNED,0:00:00.187434,7.67288749865297e-05,29,2,2,0.6473505085862398
195,2.0479675045719854,PRUNED,0:00:00.178329,7.517245570124207e-05,28,2,2,0.6451540401987191
196,2.133988194568183,PRUNED,0:00:00.306942,0.00018094488836571313,16,3,2,1.0182952468911721
197,2.239634234564645,PRUNED,0:00:00.143577,0.00017430622582809968,43,3,2,1.0226618905821923
198,2.0116103560693803,PRUNED,0:00:00.388674,4.198023786735997e-05,24,2,2,0.5887054775998015
199,2.0091250859774075,PRUNED,0:00:00.425979,5.05393878667253e-05,23,2,2,0.5855612015477629
200,1.996292439798708e-06,COMPLETE,0:00:07.722640,5.932015182203487e-05,16,2,2,0.6078041979716655
201,2.067241072654724,PRUNED,0:00:00.123152,9.579564450018395e-05,60,2,2,0.6093995996658843
202,1.991991439354024e-06,COMPLETE,0:00:09.332368,6.216150874673401e-05,14,2,2,0.5231217807936895
203,2.0688759833574295,PRUNED,0:00:00.076831,6.17883237159763e-05,200,2,3,0.5589326565789442
204,2.1030034804344178,PRUNED,0:00:00.307926,2.037107254805857e-05,15,2,2,1.1191830442543305
205,2.058424132416047,PRUNED,0:00:00.264390,6.329445881811666e-05,18,2,2,0.8141710558537015
206,2.051962561905384,PRUNED,0:00:00.171507,2.5551715161554773e-05,31,2,2,0.7333988001751872
207,2.0359272848476064,PRUNED,0:00:00.077869,4.107393958470933e-05,141,2,2,0.5765803381999381
208,3.734613756023464e-06,COMPLETE,0:00:14.656310,0.00010952625298736758,8,2,2,0.6264100661950764
209,2.5996712338383077e-06,COMPLETE,0:00:19.276327,8.116716476719987e-05,6,2,2,0.6126146168057961
210,2.7967619189439574e-06,COMPLETE,0:00:28.250492,7.445325754666305e-05,4,2,2,0.6107134179191481
211,4.964562944186631,PRUNED,0:00:00.948329,0.0014259015391663676,4,2,2,1.395330155283057
212,223.1250050227914,PRUNED,0:00:00.767469,0.020681723599006864,5,2,2,0.6643489407818969
213,2.0352546064645654,PRUNED,0:00:00.423326,8.80576124061235e-05,10,2,2,0.6618227606799024
214,2.036255673274098,PRUNED,0:00:00.590065,8.973105161905453e-05,10,2,3,0.6161388727585445
215,2.5862282200250775e-06,COMPLETE,0:00:20.530724,6.721180664092198e-05,8,2,3,0.6231754993791291
216,2.250359825549587,PRUNED,0:00:00.388170,0.0003117023767108522,12,3,2,1.075388490185393
217,2.222438017527262,PRUNED,0:00:00.063643,0.00010905373689202963,254,3,2,0.8696954861318121
218,2.0332565021514895,PRUNED,0:00:00.305954,6.915110892926839e-05,15,3,2,0.6347142524430514
219,3.157782202833914e-06,COMPLETE,0:00:13.330723,6.029796851665003e-05,9,3,2,0.6172275538373563
220,2.053126211448382,PRUNED,0:00:00.526381,6.374785675457093e-05,8,3,2,0.7714457733861174
221,2.129621179847163e-06,COMPLETE,0:00:17.310897,6.487266252691763e-05,7,3,2,0.5371934289289078
222,1.979845036434222,PRUNED,0:00:00.912629,6.0096779009523455e-05,19,2,2,0.5383207822544964
223,2.0343377542111183,PRUNED,0:00:00.397449,0.00011986060900945412,12,2,2,0.6065279494999003
224,2.983550075441599e-06,COMPLETE,0:00:29.538117,7.73906687540076e-05,4,3,2,0.5682555844417707
225,2548.167804374873,PRUNED,0:00:00.328643,0.0510453824547162,14,2,2,0.5326961130882806
226,4406.455946960436,PRUNED,0:00:01.400470,0.028237888266008194,4,2,3,0.503040245469387
227,2.0100432013122127,PRUNED,0:00:00.435796,3.50026633205202e-05,21,2,2,0.5727355496398431
228,2.590472377050901e-06,COMPLETE,0:00:17.401334,7.751479578643025e-05,7,2,2,0.5563172799984224
229,1.8609163715869566,PRUNED,0:00:01.354867,7.853043191026646e-05,19,2,2,0.5631440535899437
230,2.50474613494589e-06,COMPLETE,0:00:09.207610,7.76467434036403e-05,14,2,2,0.6166692589434869
231,2.065778598189354,PRUNED,0:00:00.062180,7.81524314753173e-05,194,2,2,0.5457262519508067
232,2.033997904736063,PRUNED,0:00:00.325208,4.525819934680165e-05,13,2,2,0.6438808480662181
233,1.9913756915114142,PRUNED,0:00:00.774863,4.442967601259189e-05,17,2,2,0.5274834949449391
234,644.537213653326,PRUNED,0:00:00.067197,0.009122307000929749,207,4,2,0.5193500912805661
235,2.086116067824825,PRUNED,0:00:00.199039,5.1961644098945714e-05,24,2,2,0.9986410883192944
236,16.236555322308405,PRUNED,0:00:00.547731,0.003577958053157483,14,2,3,0.589169375533262
237,2.0725089037418365,PRUNED,0:00:00.414135,6.68623061624912e-05,15,2,3,0.9006331570532808
238,2.048011722388091,PRUNED,0:00:00.109410,6.49700882597779e-05,57,2,2,0.597597031740994
239,2.057906472682953,PRUNED,0:00:00.125995,5.8233852354979514e-05,51,2,2,0.6477057376725804
240,2.123768412548563,PRUNED,0:00:00.116344,5.461901208239988e-05,65,2,2,1.1472968313557015
241,2.0791212618350983,PRUNED,0:00:00.064339,9.27775491710411e-05,186,2,2,0.5594263264626566
242,2.107369339466095,PRUNED,0:00:00.078177,9.00780851531996e-05,153,2,2,0.7019846662756443
243,2.048288127092215,PRUNED,0:00:00.219996,3.82347543385214e-05,23,3,2,0.7088209794052398
244,2.0334557597066314,PRUNED,0:00:00.223452,3.6826714051760736e-05,21,1,2,0.6337107270999882
245,2.0454782843589783,PRUNED,0:00:00.075283,2.9554778477440233e-06,131,1,2,0.6275628227268261
246,2.1909411483340793,PRUNED,0:00:00.071927,0.00014333551963111022,168,4,2,0.5804803806456678
247,2.080901203332124,PRUNED,0:00:00.214289,0.00015292914599100756,28,4,2,0.5768577075926559
248,2.0299351534673145,PRUNED,0:00:00.201677,4.926112382359313e-05,27,2,2,0.605366360494472
249,2.010257884680507,PRUNED,0:00:00.487380,4.448735416657563e-05,18,2,2,0.6026728949382691
250,1.9925662420129264,PRUNED,0:00:00.799742,6.515865983493555e-05,16,2,2,0.6093409360421876
251,2.035980841805858,PRUNED,0:00:00.355368,7.147362663939513e-05,12,2,2,0.6586683513348831
252,2.0223519641149323e-06,COMPLETE,0:00:13.718800,7.598416707989252e-05,9,2,2,0.5479173947391561
253,2.0920973520681083,PRUNED,0:00:00.580604,0.0003617803007173985,9,2,2,0.5459387523256826
254,2.0473887443542482,PRUNED,0:00:00.096005,3.096795674639541e-05,160,2,2,0.6303343237645361
255,2.0653182250611923,PRUNED,0:00:00.233147,0.00025040826708329616,22,2,2,0.5832159184613729
256,2.0425129517530785,PRUNED,0:00:00.184358,5.028361603484918e-05,39,2,3,0.6451602273274771
257,2.058462117291704,PRUNED,0:00:00.247039,8.365891399829475e-05,19,2,2,0.7966878024775972
258,2.030840268617944,PRUNED,0:00:00.253025,7.998412391698205e-05,19,2,2,0.6100114559309161
259,816.7391213720495,PRUNED,0:00:00.132948,0.014532419780460926,46,2,2,0.5566885801348515
260,2.0934550028580885,PRUNED,0:00:00.079379,4.061515964493268e-05,118,2,2,0.9275563574544251
261,2.1313450153057394,PRUNED,0:00:00.079412,0.00010916372374209398,118,2,2,0.7544382219381446
262,2.13782000541687,PRUNED,0:00:00.088012,0.00010972951580246017,180,3,3,0.6236447041000674
263,2.0587273836135864,PRUNED,0:00:00.086305,4.91034320978783e-05,226,3,3,0.6230880415539967
264,2.0792952091797536,PRUNED,0:00:00.333089,5.45807949039121e-05,13,2,2,0.9625076711904917
265,2.1254840237753734,PRUNED,0:00:00.067358,5.6952951116510894e-05,215,2,2,0.9658408063996524
266,2.038877175404475,PRUNED,0:00:00.115178,1.4655289885890948e-06,59,4,2,0.5891037617651568
267,2.0960219983131654,PRUNED,0:00:00.339547,7.492200005945191e-05,12,2,2,1.0637349976964912
268,2.3406953873305487,PRUNED,0:00:00.189429,0.0005845606966169106,26,2,2,0.5167904883016641
269,2.0126743900015,PRUNED,0:00:00.305650,3.157611146606361e-05,32,1,2,0.5640168640145157
270,2.0467714071273804,PRUNED,0:00:00.113657,2.9048151271696806e-05,53,1,2,0.6600610527346289
271,2.0535192083805165,PRUNED,0:00:00.183514,7.293054796478495e-05,32,4,2,0.6842789667423834
272,2.0603753732096766,PRUNED,0:00:02.021919,4.053696962193507e-05,4,4,3,0.8519433652687084
273,2.065247259356759,PRUNED,0:00:00.123433,3.839513467638619e-05,70,2,3,0.5961445645773933
274,3077.3899358583726,PRUNED,0:00:00.569368,0.07680038039586316,7,2,2,0.6501710182424439
275,4224.555339021067,PRUNED,0:00:00.493029,0.07780916278144863,8,2,2,1.0343901908920632
276,2.0694954975317885,PRUNED,0:00:00.938823,4.345489702068018e-06,4,2,2,0.8501378811668511
277,2.0685283646864048,PRUNED,0:00:00.086633,0.00010002150210676908,88,2,2,0.5823351748457274
278,2.0557590590582953,PRUNED,0:00:00.075515,5.938917650972912e-05,174,2,3,0.568589837369543
279,2.0379567586458647,PRUNED,0:00:00.219973,1.3000149550358822e-05,23,2,2,0.6334262892968018
280,2.117007978260517,PRUNED,0:00:00.089774,4.492829553087435e-05,99,4,2,0.8558592068130144
281,2.775374325838956,PRUNED,0:00:00.071301,0.0003984110956520997,146,2,2,0.6428799967902352
282,2.082758815451102,PRUNED,0:00:00.295533,0.00021792091635508434,17,3,2,0.7298105796047958
283,2.0362438180229883,PRUNED,0:00:00.291912,0.0001328373057808225,17,3,2,0.5991544211925122
284,2.017753801345825,PRUNED,0:00:00.214993,2.1836173693218404e-05,61,2,2,0.5469967024829719
285,2.1865601693430254,PRUNED,0:00:00.139059,5.2666208279972764e-05,49,2,2,1.4442728308701867
286,2.1356404622395835,PRUNED,0:00:00.114797,2.316687871662395e-05,63,2,2,1.25428887683911
287,2.0736535805922287,PRUNED,0:00:00.321142,9.760480348619759e-05,23,2,3,0.6776838606515206
288,2.033511209487915,PRUNED,0:00:00.280062,4.12145723027631e-05,25,2,3,0.5439390324457366
289,2.052109720451491,PRUNED,0:00:00.377168,0.000100322556541686,27,4,3,0.5180786905569446
290,2.0806463306600396,PRUNED,0:00:00.072420,8.972702765004794e-05,136,2,2,0.676828844634461
291,2.05734925866127,PRUNED,0:00:00.097939,9.607866844745765e-05,78,2,2,0.5154038655970885
292,2.1249934367595182,PRUNED,0:00:00.348782,5.893017772659082e-05,12,2,2,1.2990427703731893
293,1.7971956646960714,PRUNED,0:00:01.870802,6.342043370539569e-05,13,1,2,0.5702218792807561
294,2.129080998017484,PRUNED,0:00:00.420465,9.470192842270262e-06,10,1,2,1.2798773400163759
295,2.078716340310433,PRUNED,0:00:00.395182,5.781754256708883e-05,11,1,2,0.9972932686124317
296,2.100865915014937,PRUNED,0:00:00.146071,6.597542675822269e-05,41,1,2,0.9976755615583153
297,2.0351422373453776,PRUNED,0:00:00.244782,4.980683259944384e-05,20,3,2,0.6007345000428426
298,2.285113237698873,PRUNED,0:00:00.270964,0.00029874803883661523,20,3,2,1.0940566713566477
299,2.1888242959976196,PRUNED,0:00:00.073740,7.593588344550895e-05,191,3,2,1.0996990784991711
300,2.100118572993945,PRUNED,0:00:00.287936,0.0002864031425429058,16,2,2,0.5987112442800506
301,2.032498741451698,PRUNED,0:00:00.261191,0.00012616820362232879,19,2,2,0.5864254011508861
302,2.075550664554943,PRUNED,0:00:00.281753,0.0003044907830685161,17,2,2,0.5013367126729124
303,2.319250992366246,PRUNED,0:00:00.064788,0.00012918687852272833,241,2,2,1.1718786756404553
304,2.0338138001305714,PRUNED,0:00:00.118731,3.267746563455691e-05,54,2,2,0.584699000502208
305,2.0499784307820454,PRUNED,0:00:00.138865,3.2822532404337636e-05,55,4,2,0.5730967239071592
306,2.068358959975066,PRUNED,0:00:00.125974,3.147584720892979e-05,57,2,2,0.7823877786818613
307,2.0357315969467162,PRUNED,0:00:00.192953,4.70827688437739e-05,30,4,2,0.617065072210793
308,2.0789948067766555,PRUNED,0:00:00.188594,5.3838384650274565e-05,32,4,2,0.8836912617864342
309,2.0926029980182648,PRUNED,0:00:00.081703,4.644921400084363e-05,203,2,2,0.8858611349109523
310,12.478572784468184,PRUNED,0:00:00.171194,0.0021895796024535164,35,2,2,0.6237086929607214
311,2.066898178595763,PRUNED,0:00:00.187642,6.710112239873127e-05,29,2,2,0.8151379575320514
312,9404.057448720932,PRUNED,0:00:00.089043,0.0357087338984657,156,2,3,0.6455689599579064
313,9.134362268447877,PRUNED,0:00:00.101265,0.0008067473785900715,155,2,3,0.6448494183716313
314,2.0369719144339875,PRUNED,0:00:00.473471,6.974816723880406e-05,14,2,3,0.6546586113539268
315,2.0775603311402455,PRUNED,0:00:00.090846,7.109369959259014e-05,108,2,2,0.6647824032207286
316,2.040278014735641,PRUNED,0:00:00.320372,0.00018732959320495453,14,2,2,0.5588819854708553
317,2.033356395259034e-06,COMPLETE,0:00:09.685551,7.680444624382314e-05,13,2,2,0.558681965268624
318,13.717304352287934,PRUNED,0:00:00.327045,0.0038923617581020204,14,2,2,0.5353563714476058
319,2.0418927213724922,PRUNED,0:00:00.138535,7.596918120660085e-05,45,2,2,0.5333570549335751
320,2.132149277311383,PRUNED,0:00:00.147033,8.296378791677912e-05,46,3,2,1.0508485967474108
321,8677.323647065596,PRUNED,0:00:00.280596,0.04888689437517286,46,3,2,1.0316028299937257
322,2.1283703531537737,PRUNED,0:00:00.066724,4.091515918745012e-05,219,3,2,1.0509896567513197
323,2.061971498572308,PRUNED,0:00:00.107523,5.756821177359186e-05,66,1,2,0.7531689306907566
324,2.0792132909481342,PRUNED,0:00:00.217141,5.8639997069404924e-05,23,1,2,0.940190325731339
325,2.0525540709495544,PRUNED,0:00:00.092080,5.5552971965229086e-05,126,2,2,0.6134089590008799
326,2.06199139211236,PRUNED,0:00:00.186982,5.3840943463853334e-05,37,4,2,0.7535306920823542
327,3.8701508026856644,PRUNED,0:00:00.225969,0.001047387503157346,23,2,2,1.0179951010966897
328,329.2341481089592,PRUNED,0:00:00.156342,0.011732336395180063,38,2,2,1.0190252674654283
