trial_number,value,state,duration,lr,batch_size,latent_dim,poly_order,lambda1_metaweight
329,2.0340353058230494,PRUNED,0:00:00.306859,1.7079148288241167e-05,24,2,3,0.6265944179226774
330,5.78199669122696,PRUNED,0:00:00.390489,0.0010475208029392664,25,4,3,0.6945097264224988
331,2.042256898136549,PRUNED,0:00:00.694759,6.891033484753054e-06,8,2,3,0.6957378208858108
332,3.056562515405508,PRUNED,0:00:00.281380,0.0005180734381839921,23,2,3,0.712617545792894
333,2.167708520607282,PRUNED,0:00:00.713355,0.0005444717963069792,8,2,3,0.6950854608201849
334,2.086804469426473,PRUNED,0:00:00.517702,1.027970251232977e-06,8,2,2,0.9049892992714283
335,2.0728292593391995,PRUNED,0:00:00.490024,9.267138921202731e-05,8,2,2,0.9104459548792889
336,2.0790890831275273,PRUNED,0:00:00.413686,7.217685235624036e-06,10,2,2,0.9131482771652063
337,2.377238702774048,PRUNED,0:00:00.070568,0.0001594325824375507,165,2,2,1.2196081774935692
338,3286.378411364555,PRUNED,0:00:00.109999,0.023440097689498188,78,2,2,1.2252147415289931
339,2.0300526930527254,PRUNED,0:00:00.307853,0.00010712127942586724,17,2,2,0.5866459003784865
340,2.033268012783744,PRUNED,0:00:00.313812,3.90452483239756e-05,17,4,2,0.608691033532496
341,2.0415432588963567,PRUNED,0:00:00.411347,0.00011545666783907999,19,4,2,0.6002624828611377
342,333.1476058701435,PRUNED,0:00:00.307266,0.023724636417900884,18,4,2,0.5936474696787923
343,2.0332268385947505,PRUNED,0:00:00.302687,3.7925909366843295e-05,19,4,2,0.597558722597542
344,2.1509651839733124,PRUNED,0:00:00.069364,4.113789364110141e-05,198,2,2,1.1233977775115664
345,24.299038843675092,PRUNED,0:00:00.127086,0.0016910309494247593,141,3,2,0.6334272579924399
346,2.0402156981554898,PRUNED,0:00:00.090685,4.4032550751881155e-05,141,3,2,0.5538278648357996
347,2.045721964041392,PRUNED,0:00:00.143403,5.555091376766482e-06,50,3,2,0.6389136490344917
348,18.610157641497526,PRUNED,0:00:00.082555,0.0016894736062388895,140,2,2,0.9770062888433959
349,2.055026133855184,PRUNED,0:00:00.099046,2.8630817854079544e-06,184,2,2,0.6338947080720354
350,2.042205946786063,PRUNED,0:00:00.122806,2.6342863210374738e-05,71,2,2,0.6368511450741874
351,2.827919161063619e-06,COMPLETE,0:00:28.830379,8.448555674345096e-05,4,2,2,0.5749141372502619
352,2.0315674120020644,PRUNED,0:00:00.357320,5.5315916165460285e-06,14,2,2,0.567662205591736
353,2.047453536987305,PRUNED,0:00:00.120173,7.853252839231264e-05,60,2,2,0.563042546908865
354,1.99729129235493e-06,COMPLETE,0:00:10.018098,8.607814511716641e-05,12,2,2,0.5756200032296646
355,2.1520523991540212,PRUNED,0:00:00.334024,0.00041032347770786684,14,2,2,0.5775761664781274
356,1.9851936485792976e-06,COMPLETE,0:00:08.908249,9.184941089801632e-05,14,2,2,0.5741281973617612
357,2.1110571233125834,PRUNED,0:00:00.185213,8.324920806699659e-05,29,2,2,1.0782878092125552
358,2.270904928445816,PRUNED,0:00:00.072907,9.454442808670912e-05,212,2,3,1.0793335369381054
359,2.041733753681183,PRUNED,0:00:00.070158,6.524873625553235e-05,150,2,2,0.5260536512308737
360,2.042889396349589,PRUNED,0:00:00.079284,5.120938865904859e-05,172,2,2,0.5288903098567657
361,52.807390455375696,PRUNED,0:00:00.376057,0.00775623303535035,11,1,2,0.6609260217309341
362,2.5808305963437306e-06,COMPLETE,0:00:29.395855,0.00014758806324143014,4,1,2,0.6650093855437643
363,2.081525753284323,PRUNED,0:00:00.192140,0.0002197503298350105,26,2,2,0.6169606132729293
364,2.0904399092565447,PRUNED,0:00:01.063903,0.00014535313609390524,5,2,3,0.8235823276296016
365,2.0610060691833496,PRUNED,0:00:00.103989,1.8577124701312644e-06,65,2,2,0.7278195603522197
366,2.0734663690839494,PRUNED,0:00:00.060609,5.105517328643595e-05,234,2,2,0.6112621917911857
367,1.991278850255185e-06,COMPLETE,0:00:11.017858,6.782829609026513e-05,11,2,2,0.5509698659146692
368,2.0984166582425434,PRUNED,0:00:00.116972,0.00011918763372688321,51,1,2,0.6687902219728191
369,2.0337364287443562,PRUNED,0:00:00.314040,6.091013644899429e-05,21,2,3,0.5831930162629669
370,1.9881995894084468,PRUNED,0:00:01.060849,3.1950167829702085e-05,14,3,2,0.5002620949419265
371,2.0298749611658207,PRUNED,0:00:00.451872,2.9267184830470783e-05,11,2,2,0.6165881760303219
372,2.0582367300987245,PRUNED,0:00:00.197800,4.5726841709837506e-05,30,2,2,0.7719748041614364
373,2.16124042792198,PRUNED,0:00:00.225971,9.5866661604648e-05,39,2,2,1.1518374067022952
374,2.0668410796385546,PRUNED,0:00:00.176381,9.3488963006287e-05,39,2,2,0.6532824423228833
375,2.0437601536092624,PRUNED,0:00:00.463176,6.185238047323375e-05,21,4,3,0.6562425873799883
376,2.030333532761502,PRUNED,0:00:02.113833,5.9953565149407585e-05,4,4,3,0.5982790699139012
377,2.0337967761357625,PRUNED,0:00:00.488091,6.133180213972373e-05,20,4,3,0.5954538212550825
378,1089.0100732326507,PRUNED,0:00:00.069993,0.015841093373618862,162,2,2,0.5903195899239057
379,2.054734375741747,PRUNED,0:00:00.080426,4.816794912710762e-05,178,1,2,0.6173283584427962
380,2.047816689296435,PRUNED,0:00:01.000309,3.931600294061687e-05,4,2,2,0.7954733859932523
381,2.142491755662141,PRUNED,0:00:00.120796,0.00013322565705075937,57,2,2,0.789443628344547
382,7.149799436330795,PRUNED,0:00:00.066279,0.0007023768582540717,189,3,2,0.8062284168189906
383,2.010308715430173,PRUNED,0:00:00.293805,3.822365077962562e-05,34,2,2,0.5518627955685927
384,2.1837136046087835e-06,COMPLETE,0:00:29.927785,6.482823045498685e-05,4,2,2,0.6281024173244326
385,5.004478225600906e-06,COMPLETE,0:00:29.729111,0.00011553928963743969,4,2,2,0.5208842170149097
386,2.0766324486051286,PRUNED,0:00:00.096420,0.00015704795564737615,73,2,2,0.538738335670866
387,3.2991988518915605e-06,COMPLETE,0:00:10.186881,0.00011072860244010471,13,2,2,0.5182659131770658
388,2.108066976070404,PRUNED,0:00:00.063885,0.00011708256176569229,205,2,2,0.5748709520267793
389,2.007304252947078,PRUNED,0:00:00.755551,1.427718606203605e-05,11,2,2,0.5166997870220055
390,2.082750041638651,PRUNED,0:00:00.346685,9.385389554401488e-05,12,2,2,0.9486272897305605
391,2.0390359329920944,PRUNED,0:00:00.275828,0.00019221093155049972,16,2,2,0.5208097315166823
392,4.701243597082794e-06,COMPLETE,0:00:08.401488,0.00012037505194234863,16,2,2,0.546314562354866
393,6.35884089206229e-06,COMPLETE,0:00:08.620819,0.00011107527851699356,16,3,2,0.5432742508184114
394,2.115129429173757,PRUNED,0:00:00.507764,7.710077813655362e-05,9,2,2,1.1958212897964868
395,1.9773079645633698,PRUNED,0:00:00.940043,7.181944270895672e-05,15,2,2,0.5561720511151684
396,2.8028707674820907e-06,COMPLETE,0:00:17.935140,9.852931858960758e-05,10,2,3,0.54761656346054
397,2.8082108656235505e-06,COMPLETE,0:00:18.303225,8.629180296467422e-05,10,2,3,0.572882703961991
398,2.0298533042271933,PRUNED,0:00:01.397294,9.42331299314911e-05,4,2,3,0.5742690735263127
399,8.656560167510023,PRUNED,0:00:00.773217,0.002869831276146414,8,2,3,0.576336593458875
400,2.002067909638087,PRUNED,0:00:00.385495,7.76612211305224e-05,25,2,2,0.5440221644261142
401,2.002326754728953,PRUNED,0:00:00.388299,6.777388571545362e-05,25,2,2,0.5362169857939413
402,1.9282529186082367,PRUNED,0:00:01.958249,5.520953969189293e-05,10,2,2,0.5647839794144363
403,1.9354754582347486,PRUNED,0:00:01.876396,5.2269596337622685e-05,10,1,2,0.5631640894119301
404,2.1896350308309627,PRUNED,0:00:00.252332,0.0003574420017620991,19,1,2,0.6020920992875677
405,3302.8151097069767,PRUNED,0:00:00.453676,0.06090585266553278,11,2,2,0.5729998995925295
406,2.0023369280497234,PRUNED,0:00:00.512861,8.527639941775632e-05,20,2,2,0.5837978169055792
407,2.0223160219192504,PRUNED,0:00:00.709986,1.0083032090284673e-05,20,2,3,0.588295477814682
408,2.0309608367181595,PRUNED,0:00:00.364072,6.517553637379897e-05,16,2,2,0.6286767386775878
409,75123.69504221895,PRUNED,0:00:00.306462,0.09605219353009836,21,2,3,0.609611744291879
410,2.0293572538642475,PRUNED,0:00:00.584342,2.3046588611784313e-05,8,4,2,0.6060196367752015
411,2.0713357024936268,PRUNED,0:00:01.106648,4.788598835089897e-05,4,4,2,0.980279066367708
412,2.668093293905258,PRUNED,0:00:00.077190,0.0002483443652250749,195,2,2,0.9891485224703888
413,2.0048120341130664,PRUNED,0:00:00.357277,4.67709381701424e-05,27,2,2,0.5312843573471493
414,2.293267471031868e-06,COMPLETE,0:00:30.158699,7.029548945637286e-05,4,2,2,0.6286774271229384
415,1.9852848254231503e-06,COMPLETE,0:00:09.268920,8.069326522602125e-05,14,2,2,0.500820068489789
416,2.1379798906985843,PRUNED,0:00:00.340602,6.400379450442161e-05,14,2,2,1.369518202619604
417,3.1993990887713153e-06,COMPLETE,0:00:10.073907,0.00016836247360246307,13,2,2,0.5024117171773163
418,2.0373157764149603,PRUNED,0:00:00.470745,4.091237148622176e-06,14,2,3,0.6220826245392878
419,105.0440002749948,PRUNED,0:00:00.101027,0.005392265305817979,89,2,2,0.6358289988143785
420,2.0343821590596978,PRUNED,0:00:00.084073,1.3458955718179804e-06,148,2,2,0.5154260480856574
421,2.119969622071949e-06,COMPLETE,0:00:14.960579,8.796441103273422e-05,10,4,2,0.5568523258558246
422,3.6177900590394674,PRUNED,0:00:00.118427,0.00043597729675773106,82,2,2,1.041709619011742
423,2.0049266240682946,PRUNED,0:00:00.552892,7.134688729998332e-05,18,2,2,0.5906957170071129
424,5725.197539289792,PRUNED,0:00:00.096506,0.030501692747203143,127,4,2,0.500263884094505
425,2.0966226384043694,PRUNED,0:00:00.170509,5.4498464082165294e-05,31,2,2,1.011602958426523
426,2.008821181456248,PRUNED,0:00:00.422940,3.977205524605169e-05,25,2,2,0.5566245327138003
427,2.03409531520259,PRUNED,0:00:00.393815,7.656723646703728e-05,12,2,2,0.6428131881146222
428,1.972558306058248,PRUNED,0:00:00.741102,9.276141423280001e-05,20,2,2,0.5090294603774345
429,1.9730309104919435,PRUNED,0:00:00.721320,9.70891597338609e-05,20,2,2,0.5269146570646467
430,2.0311310791200206,PRUNED,0:00:00.302913,0.00016946790417588848,16,2,2,0.5148479219647996
431,2.204823911190033,PRUNED,0:00:00.127574,0.00013907537716761976,131,4,3,0.5096803714246405
432,2.002657134618078,PRUNED,0:00:00.371180,6.275339672875252e-05,27,2,2,0.5353483597149323
433,2.1000459750493365,PRUNED,0:00:00.197295,6.706471294569621e-05,25,1,2,1.0662957702946867
434,2.0742387090410506,PRUNED,0:00:00.078357,8.537195420501025e-05,223,2,2,0.5354022671417913
435,3.014406502188649e-06,COMPLETE,0:00:12.522142,0.00011249338819977695,10,2,2,0.5484076867128592
436,2.1291580196702853e-06,COMPLETE,0:00:14.000631,0.00011611467311577446,9,2,2,0.5010107880411995
437,3.1764818686497165e-06,COMPLETE,0:00:09.452372,0.00012353550000567863,14,2,2,0.5012504726627323
438,2.1093484032154084,PRUNED,0:00:00.346431,5.233119586570597e-05,15,4,2,1.113585045806866
439,2.0299666964005088,PRUNED,0:00:00.365679,0.00020302554371293152,14,4,2,0.5007816023388145
440,151.98229399133237,PRUNED,0:00:00.167669,0.010474035564588374,32,2,2,0.5008923328905356
441,2.051538949662989,PRUNED,0:00:00.172532,0.00012216229284411627,34,2,2,0.5540025080742086
442,2.0820889334345973,PRUNED,0:00:00.226565,0.00012692621532665253,35,2,3,0.5469805906072186
443,2.1544701882771085,PRUNED,0:00:00.114785,0.00011672410658197398,112,2,3,0.5539204076870998
444,2.036526408265619,PRUNED,0:00:00.323300,7.712360989646231e-05,22,1,3,0.5546220539084137
445,217.96938997507095,PRUNED,0:00:00.252045,0.018342700429050413,22,2,2,0.5752617605573969
446,2.072387350930108,PRUNED,0:00:00.075336,7.657233131025012e-05,169,1,2,0.593266216230435
447,2.000935642834169,PRUNED,0:00:00.949573,3.7162609108843897e-05,9,2,2,0.5656182976856435
448,2.039341858455113,PRUNED,0:00:00.070437,1.7682677864591462e-05,239,2,2,0.6106374356489579
449,2.008215492203732,PRUNED,0:00:00.860152,3.389861363959827e-05,10,2,2,0.6072033452414384
450,1.9977493271770248,PRUNED,0:00:00.925258,3.402722633917636e-05,9,2,2,0.5296629217322338
451,2.031561568379402,PRUNED,0:00:00.089154,5.12279484171779e-05,97,2,2,0.5315120691460988
452,2.195507824420929,PRUNED,0:00:00.267941,0.00028502125586476535,17,2,2,0.9588640202219588
453,2.19542081672025,PRUNED,0:00:00.325036,0.0003006874454072974,18,4,2,0.8633874794381746
454,2.0740380693565714,PRUNED,0:00:00.309215,6.006097867853368e-05,17,4,2,0.8720510393599836
455,2.0301031158729033,PRUNED,0:00:00.314153,5.64002227629302e-05,17,4,2,0.5818473735108536
456,2.0861256652408176,PRUNED,0:00:00.075286,9.358105089490354e-05,184,2,2,0.5932662049680708
457,2.0369124435461483,PRUNED,0:00:00.186447,9.363844767064453e-05,29,2,2,0.5872014171079446
458,2.04437241596835,PRUNED,0:00:00.206602,2.415596549449311e-06,27,2,2,0.642353501150971
459,2.0979099598797886,PRUNED,0:00:00.088826,4.596888605703305e-05,136,2,2,0.9315617675454372
460,2.041524261694688,PRUNED,0:00:00.286312,4.5270534664471976e-05,23,2,3,0.6364687830900149
461,2.0916088342666628,PRUNED,0:00:00.085691,6.773151433757685e-05,161,2,3,0.602662696304231
462,2.088403449904534,PRUNED,0:00:00.762293,6.556425716474411e-05,8,2,3,1.029976116509596
463,1.9976086803229458,PRUNED,0:00:00.940197,4.506570071716654e-05,9,2,2,0.5633005426172294
464,2.1147382888529034,PRUNED,0:00:00.135786,7.024334563130897e-05,42,2,2,1.0362577212516788
465,2.0306759024626455,PRUNED,0:00:00.476051,2.5653757534348825e-05,10,2,2,0.6225545230225378
466,2.0340436831764555,PRUNED,0:00:00.363613,0.00010313909825706141,13,2,2,0.6187843917971411
467,23128.912189218732,PRUNED,0:00:00.072405,0.04231810178939364,176,1,2,1.164444339563195
468,2.102816786084856,PRUNED,0:00:00.070661,0.00010410865203962474,217,2,2,0.5651548745426515
469,2.028887406984965,PRUNED,0:00:00.256600,3.295928102118224e-06,20,2,2,0.5393516913754487
470,2.05947523911794,PRUNED,0:00:00.083503,8.657685601189611e-05,105,2,2,0.5400466366487773
471,2.030306369325389,PRUNED,0:00:00.384381,5.134606486565227e-05,13,2,2,0.61832674375485
472,2.107529869850944,PRUNED,0:00:00.268791,7.792142953704126e-05,22,2,2,1.134190180288165
473,2.0741773673466275,PRUNED,0:00:00.075347,5.379218235670312e-05,229,1,2,0.6723469983315885
474,2.110395755723258,PRUNED,0:00:00.394959,8.06453948267265e-05,14,4,2,1.1344033515521263
475,33.234471160674765,PRUNED,0:00:00.356414,0.007801702662253679,14,4,2,0.5864930048024388
476,2.114614427089691,PRUNED,0:00:00.078896,1.1586562828316737e-05,199,4,2,1.09122829715963
477,3.0773983868685635,PRUNED,0:00:00.093591,0.00023207436258645798,145,2,3,1.061495198601143
478,2.1141289389133453,PRUNED,0:00:00.310558,0.0001512318394695213,15,2,2,1.009285402163252
479,2.3102444454475686,PRUNED,0:00:00.207009,0.0003782399709984465,28,2,2,0.6520802207622076
480,2.375551441999582,PRUNED,0:00:00.261430,0.0004245054663511793,23,3,2,0.6534301204655477
481,2.1774503267728367,PRUNED,0:00:00.218563,0.0001617348233867098,122,2,2,0.6003940585764169
482,2.145125108654611e-06,COMPLETE,0:00:17.622367,6.091035727925918e-05,7,2,2,0.5236567724149037
483,64.52439892644523,PRUNED,0:00:01.420185,0.004446942262757596,4,2,3,0.5978162135230053
484,174.18648874759674,PRUNED,0:00:00.080581,0.004530466375906051,208,2,3,0.5259774993571721
485,1.4687539778089012,PRUNED,0:00:03.342453,6.0017396517371744e-05,8,1,2,0.5645193430893198
486,2.0031235550023334,PRUNED,0:00:00.488235,6.23609273584978e-05,19,1,2,0.5736221491638471
487,1.999887336820564,PRUNED,0:00:00.867139,3.88379930299216e-05,10,2,2,0.5516301889156576
488,2.028449024780687,PRUNED,0:00:00.517158,4.432177019105221e-05,9,2,2,0.6294506119599671
489,2.0323650420430197,PRUNED,0:00:00.282573,5.7137925215982955e-05,18,2,2,0.6312723780905635
490,2.3201859404769123,PRUNED,0:00:00.266121,0.0005868395502602729,19,2,2,0.5759604828918353
491,2.0077649923471306,PRUNED,0:00:00.450702,2.8205914496215243e-05,23,2,2,0.5296059945674163
492,2.1328934950213276,PRUNED,0:00:00.257322,3.0164625668859605e-05,24,2,2,1.316885478782194
493,15.671357691287994,PRUNED,0:00:00.200496,0.0029074764718221174,31,3,2,0.5208585298546754
494,2.0034381129123546,PRUNED,0:00:00.539466,6.424104107983411e-05,28,2,3,0.5236333426954566
495,2.0857495784759523,PRUNED,0:00:00.095135,6.604263757357636e-05,158,2,3,0.6138027779228201
496,64.46890668869018,PRUNED,0:00:00.109241,0.0027752042382517264,153,3,3,0.6075728798640931
497,2.0310214554721657,PRUNED,0:00:00.330741,0.00010757477900213367,17,2,2,0.5924551465084776
498,2.174242949485779,PRUNED,0:00:00.087047,0.00010075871592513199,151,2,2,0.971273958137648
499,2.129780739545822,PRUNED,0:00:00.083577,0.00010709592659017364,190,2,2,0.6814040266701905
500,2.143842428922653,PRUNED,0:00:00.161314,7.614244436961049e-05,42,2,2,1.187846204342127
501,2.035597152826263,PRUNED,0:00:00.181016,8.845859837301542e-06,37,2,2,0.5863941576689352
502,2.0605093843193463,PRUNED,0:00:00.316124,4.599009837004771e-05,16,2,2,0.8384971475633101
503,9.342739933303424,PRUNED,0:00:00.261489,0.0013687543434447128,27,4,2,0.8928772877434931
504,2.095435712072584,PRUNED,0:00:00.225470,4.417128865643841e-05,28,4,2,0.9989306826214374
505,1.9646186386385271,PRUNED,0:00:01.839062,4.6888675361735255e-05,8,4,2,0.5404407471512749
506,2.0185260718519036,PRUNED,0:00:00.259277,1.9468060760187572e-05,68,2,2,0.5456111563286664
507,2.140551103112843,PRUNED,0:00:00.609713,0.0007875325850622625,7,2,2,0.5431573776692231
508,3.2127554732142016e-06,COMPLETE,0:00:28.735819,8.023449010921789e-05,4,2,2,0.5553252007229668
509,2.311942378679911,PRUNED,0:00:00.065486,8.147725962625675e-05,248,1,2,1.4215957332439224
510,2.0313320416276173,PRUNED,0:00:00.571641,5.633519549607201e-05,8,2,2,0.6526936192536332
511,2.0573059452904596,PRUNED,0:00:00.069782,5.267499175805855e-05,167,2,2,0.6311691391419507
512,2.0716463130453358,PRUNED,0:00:00.499936,7.079860769871884e-05,13,2,3,0.930369217297051
513,2444.0076890966166,PRUNED,0:00:00.462334,0.055724444508370094,13,2,3,0.5732311501458422
514,2.0327919839133677,PRUNED,0:00:00.356437,3.696765074861294e-05,21,2,3,0.6098559354792634
515,2.009317673047384,PRUNED,0:00:00.468868,3.589675907333799e-05,20,2,2,0.5732634642538534
516,2.0704621738857694,PRUNED,0:00:00.072679,7.43132838404191e-05,180,3,2,0.573703531441121
517,3.5228015349275665e-06,COMPLETE,0:00:28.711130,0.0001392385943372384,4,2,2,0.5851858652192434
518,2.47666002906044e-06,COMPLETE,0:00:27.708103,0.00014688067230854142,5,4,2,0.5964577998951553
519,2.0558620932735976,PRUNED,0:00:00.291108,0.0002099682797688928,19,2,2,0.601311334071095
520,2.3542745613282725,PRUNED,0:00:00.134211,0.00021291019681814692,49,1,2,1.0567123851160176
521,2.3881802917458117e-06,COMPLETE,0:00:28.998815,8.39062280071587e-05,4,2,2,0.5940249456229053
522,2.0859642028808594,PRUNED,0:00:00.176951,0.00014287196251370723,34,2,2,0.6591125519932441
523,2.194094804508495e-06,COMPLETE,0:00:29.335360,8.979728033243779e-05,4,2,2,0.635968703928007
524,226.53133324141143,PRUNED,0:00:01.014688,0.013646626366616798,4,2,2,1.2490288197369295
525,2.0335517096263107,PRUNED,0:00:00.283172,8.537415974803362e-05,16,2,2,0.6371790105160274
526,2.0306976945961224,PRUNED,0:00:00.213154,6.48496232757463e-05,22,2,2,0.6188702130640182
527,2.0560936802311947,PRUNED,0:00:00.112987,8.041588606267563e-05,79,4,2,0.521415430646288
528,2.156247547557277,PRUNED,0:00:01.010516,5.855804554749256e-05,4,3,2,1.4775777747216245
529,2.034312621455326,PRUNED,0:00:00.444777,9.235343305468512e-05,14,2,3,0.6002675483139589
530,2.0386268312685956,PRUNED,0:00:00.295984,5.153887285431306e-05,14,1,2,0.6788345969036753
531,2.040346449421298,PRUNED,0:00:00.209806,0.0001418803110426988,24,2,2,0.5875503633344037
532,2.001940935491079,PRUNED,0:00:00.481522,6.733950522617021e-05,18,2,2,0.5624482932026305
533,2.112340316657097,PRUNED,0:00:00.346244,1.8674702277368448e-06,12,2,2,1.0766746509091494
534,2.0366994368618934,PRUNED,0:00:00.211011,4.251568703658296e-05,26,4,2,0.6220728001994117
535,2.034884378153791,PRUNED,0:00:01.436648,7.491688373138779e-05,4,2,3,0.6413470669140516
536,6.753474771976471,PRUNED,0:00:00.091686,0.0004980486031940166,210,2,3,0.9530807443812738
537,2.0463737529866837,PRUNED,0:00:00.146510,8.842864604067117e-05,44,2,2,0.5523333037734763
538,2.0967457979283433,PRUNED,0:00:00.177391,2.6841193017306205e-05,32,3,2,1.0319612452627314
539,2.027935567356291,PRUNED,0:00:00.139249,5.425883293768495e-05,72,2,2,0.5212780490658375
540,2.137383908033371,PRUNED,0:00:00.068262,3.640792068966331e-05,195,2,2,1.1094880498567923
541,2.658973748485247,PRUNED,0:00:00.146571,0.00033515245300508924,62,2,3,0.5775680698835107
542,2.088467603088707,PRUNED,0:00:00.330133,0.00026642652113329906,16,2,2,0.5968051480454645
543,2.034870968623595,PRUNED,0:00:00.327475,0.00012592119397426753,17,2,2,0.5950289178357037
544,2.0298694170438325,PRUNED,0:00:00.223972,0.00010197827833886727,23,1,2,0.5414077610180907
545,28.839121488963855,PRUNED,0:00:00.387157,0.006255624219157326,11,1,2,0.5573455244371552
546,1.9932340067553234,PRUNED,0:00:00.972559,5.4505083039668424e-05,9,4,2,0.5609700001441783
547,2.0845446945989834,PRUNED,0:00:00.427926,5.520144704843313e-05,11,4,2,0.9843038741024221
548,4540.8397897183895,PRUNED,0:00:00.069750,0.027653360841813003,201,2,2,0.6147550522528015
549,2.1026065150896707,PRUNED,0:00:00.077277,4.540804140770367e-05,132,3,2,0.9130182786095438
550,2.038295986021266,PRUNED,0:00:00.221694,8.83685061110709e-05,22,2,2,0.651000212192731
551,15200.717852745056,PRUNED,0:00:00.256933,0.07834451314195413,20,2,2,1.0115745045499058
552,1.9964487566189333,PRUNED,0:00:00.551075,7.030910492422909e-05,17,2,2,0.5279819235834959
553,2.051467855771383,PRUNED,0:00:00.089489,6.863379930930507e-05,172,2,3,0.5203055006821933
554,2.162501871585846,PRUNED,0:00:00.120539,0.00018569060152830375,54,2,2,0.5812433151612315
555,2.0402938996519997,PRUNED,0:00:00.342211,2.080743525291661e-05,14,2,2,0.66700794237301
556,2.044325888156891,PRUNED,0:00:00.168669,3.472046295830896e-05,36,2,2,0.6762829664956892
557,2.031368059496726,PRUNED,0:00:00.404046,9.286313752955852e-05,12,2,2,0.6137880169538126
558,7884.14642391755,PRUNED,0:00:00.099622,0.03569479591648896,116,2,3,0.6199369116401335
559,2.03185750246048,PRUNED,0:00:00.200836,1.4905284935841854e-05,30,2,2,0.5868820354176676
560,2.1136874556541443,PRUNED,0:00:00.073866,9.718172414098156e-05,187,4,2,0.6087850306846637
561,2.0448205439667952,PRUNED,0:00:00.150928,4.4071770046697684e-05,40,2,2,0.6412914655433216
562,2.0298028703658813,PRUNED,0:00:00.534171,4.16127748747448e-05,8,2,2,0.6409703808258932
563,2.1707160308443267,PRUNED,0:00:00.206414,0.00014012880218927993,26,3,2,1.048482113804697
564,2.0121696801252766,PRUNED,0:00:01.656921,5.113333023805096e-06,7,2,3,0.5433858369252194
565,2.0099113691283996,PRUNED,0:00:00.725458,7.689133480327676e-06,18,2,3,0.5014906513362596
566,2.0170839358401556,PRUNED,0:00:01.035006,5.1483389799015255e-06,8,2,2,0.5432630514961467
567,2.0471113486723467,PRUNED,0:00:00.088248,5.778345881456194e-05,146,1,2,0.5658845752343982
568,2.0054826048058523,PRUNED,0:00:00.475036,5.4440100432135455e-05,21,1,2,0.5670387674589228
569,2.0689628985193043,PRUNED,0:00:00.111309,8.109402891353891e-05,85,4,2,0.5837950792859429
570,2.0979682207107544,PRUNED,0:00:00.088010,0.00012356547261963078,163,2,2,0.5650673119919541
571,2.028489707147374,PRUNED,0:00:00.272348,3.04145342841804e-05,22,2,2,0.5980734732449376
572,2.028667169232522,PRUNED,0:00:00.224117,7.37453044712341e-05,24,2,2,0.5939176034199065
573,2.0448618002026993,PRUNED,0:00:00.330161,3.339672280522559e-05,14,2,2,0.7106795346308669
574,2.0434360281329287,PRUNED,0:00:00.349220,3.071867651818741e-05,14,2,2,0.6985444571500083
575,2.0700236522790156,PRUNED,0:00:00.153121,0.00010200380284942497,46,4,2,0.6297370437640497
576,2.04433607498062,PRUNED,0:00:00.513308,7.020473898478552e-05,14,2,3,0.7037034193490517
577,2.474552971976144,PRUNED,0:00:00.091379,0.00017038544369789698,214,3,3,0.8771785260160754
578,2.0283611164643216,PRUNED,0:00:00.310818,7.299277055294111e-05,29,3,3,0.51615102786282
579,9.609002776767896,PRUNED,0:00:00.115099,0.0018914700724969884,67,2,2,0.5384944066821278
580,2.074890971183777,PRUNED,0:00:00.192408,6.887307356327295e-05,28,2,2,0.8283174540344064
581,2.0558700669895518,PRUNED,0:00:00.092547,4.968758556763711e-05,137,2,2,0.6603946809826529
582,2.0681192193712508,PRUNED,0:00:00.076833,4.8315453795125664e-05,226,2,2,0.6558718733300924
583,2.0478584262040944,PRUNED,0:00:00.150550,4.835945595123748e-05,59,4,2,0.612625880596833
