trial_number,value,state,duration,lr,batch_size,latent_dim,poly_order
335,2.233889403477521,PRUNED,0:00:00.435942,0.0007560322423576642,21,4,3
336,0.4626216559560709,PRUNED,0:00:32.333725,0.002722284667340643,4,4,3
337,0.4938506983941601,PRUNED,0:00:12.526358,0.0026934911921557233,8,4,3
338,2.364362192153931,PRUNED,0:00:00.479575,2.2425460131001426e-05,20,4,3
339,0.017368730157613754,COMPLETE,0:00:35.966557,0.002626666393458827,7,4,3
340,0.8947642637837318,PRUNED,0:00:06.140728,0.0027116242368000376,4,4,3
341,0.45469126928477516,PRUNED,0:00:33.042072,0.0028034340209392287,4,4,3
342,2.203886926174164,PRUNED,0:00:00.371586,0.0011722494726939968,28,4,3
343,1.8332542758721573,PRUNED,0:00:00.364962,0.0026652640501934957,23,3,3
344,1.064764799289806,PRUNED,0:00:01.291611,0.0029120686649816456,8,1,3
345,2.337227079603407,PRUNED,0:00:00.102151,0.0014232366737893024,172,4,3
346,0.7344141645377041,PRUNED,0:00:05.972260,0.004631228517706661,4,4,3
347,0.5521800592141126,PRUNED,0:00:13.660812,0.004373949756412256,4,4,3
348,1.8253390085266297,PRUNED,0:00:00.486244,0.002330747532028637,18,4,3
349,1.0556023317047312,PRUNED,0:00:00.905126,0.004427595180855696,19,4,3
350,1.1003386204755758,PRUNED,0:00:00.943765,0.0041159308478625764,19,4,3
351,2.3675431688626607,PRUNED,0:00:00.374538,5.167817361114173e-06,25,4,3
352,2.3684593274675567,PRUNED,0:00:00.353076,3.6333806049213505e-06,26,4,3
353,0.5200548173343561,PRUNED,0:00:08.282366,0.0031721834937818005,9,4,3
354,0.5064445873161396,PRUNED,0:00:14.219172,0.0030778334663211105,9,4,3
355,1.106440959758656,PRUNED,0:00:01.063758,0.00229865339476503,16,4,3
356,0.5648865283253681,PRUNED,0:00:05.928374,0.0014716754382838792,9,4,3
357,1.7807965465338833,PRUNED,0:00:01.025376,0.0011057168879692188,9,4,3
358,0.4125917087639532,PRUNED,0:00:12.329588,0.0033387775891682704,16,4,3
359,1.8750384783744811,PRUNED,0:00:00.362173,0.003447749961906606,30,4,3
360,1.947327985821,PRUNED,0:00:00.496920,0.0014732387935307758,18,4,3
361,2.1472878984783006,PRUNED,0:00:00.669700,0.0005913842389703778,13,4,3
362,0.017359178513288498,COMPLETE,0:00:20.360620,0.002207267840074121,13,4,3
363,1.9278286750500018,PRUNED,0:00:00.394869,0.0022082552460660695,23,4,3
364,1.8425652652978897,PRUNED,0:00:00.600875,0.0016219560362756126,15,4,3
365,0.5204983413497978,PRUNED,0:00:05.687025,0.0023212709105369014,14,4,3
366,1.8649119806289673,PRUNED,0:00:00.451656,0.0023122823986623194,20,4,3
367,1.9991161101742794,PRUNED,0:00:00.266637,0.0034036804753320585,40,4,3
368,2.3341107633378773,PRUNED,0:00:00.107260,0.0010687319050761107,184,4,3
369,2.337243252215178,PRUNED,0:00:00.682264,0.00015208680478666153,13,4,3
370,2.0798554110527037,PRUNED,0:00:00.329123,0.0019191869413694976,30,4,3
371,0.6938949361924203,PRUNED,0:00:01.583375,0.002422570671494946,16,4,3
372,2.356546445993277,PRUNED,0:00:00.384931,8.384397067690912e-05,23,4,3
373,0.5056017058030251,PRUNED,0:00:15.987324,0.004667334152970637,8,4,3
374,2.0114491396936875,PRUNED,0:00:00.238245,0.004357034654334949,52,4,3
375,0.4990288802692967,PRUNED,0:00:12.731251,0.004653171007632636,8,4,3
376,0.5408006608486176,PRUNED,0:00:06.876923,0.0012937504549170216,9,4,3
377,0.565297357558486,PRUNED,0:00:05.880320,0.0012412835376105595,9,4,3
378,0.5421968104858552,PRUNED,0:00:07.312325,0.001288103772683639,8,4,3
379,0.5350946079018295,PRUNED,0:00:08.390767,0.0016605274265086578,8,4,3
380,0.017357513308525085,COMPLETE,0:01:00.297119,0.0018300415384190625,4,4,3
381,1.8872935138171232,PRUNED,0:00:00.429350,0.0017820858602902274,19,3,3
382,0.5633401410674216,PRUNED,0:00:12.135755,0.0008789350180779284,4,4,3
383,0.5402065155406793,PRUNED,0:00:13.929267,0.0008557193640924833,4,4,3
384,0.36479613832849006,PRUNED,0:00:57.765451,0.001864883830816095,4,4,3
385,1.9610984325408936,PRUNED,0:00:00.394874,0.002076469695462867,24,4,3
386,0.01739385351538658,COMPLETE,0:01:01.072733,0.002007989283515309,4,4,3
387,0.4875398657775374,PRUNED,0:00:30.724433,0.0025178578998443337,4,4,3
388,0.5420489469442957,PRUNED,0:00:15.147359,0.0007876860168958043,4,4,3
389,0.01746659353375435,COMPLETE,0:01:04.273599,0.0007916655794222288,4,4,3
390,0.017426583915948868,COMPLETE,0:01:01.717483,0.001816698711469371,4,4,3
391,1.0780580152747452,PRUNED,0:00:03.950234,0.0016533634128048588,4,4,3
392,1.799689426537483,PRUNED,0:00:00.670788,0.0014849027281613042,12,4,3
393,0.017480717971920967,COMPLETE,0:00:59.572987,0.0019377427649750676,4,4,3
394,0.41284169886699495,PRUNED,0:00:17.667776,0.0018930280840467593,11,4,3
395,0.4092184222467682,PRUNED,0:00:17.794143,0.0020225831710480487,11,4,3
396,0.017662614583969116,COMPLETE,0:00:22.314107,0.0019343555309230965,12,4,3
397,1.8294480686602386,PRUNED,0:00:00.682817,0.0014833823105596413,13,4,3
398,0.4854458673488374,PRUNED,0:00:10.619094,0.0034114726100664397,10,4,3
399,1.834260839127725,PRUNED,0:00:00.677664,0.0013055514226947536,12,4,3
400,0.526892954383486,PRUNED,0:00:17.929173,0.0018601108054330543,4,4,3
401,2.089059565440718,PRUNED,0:00:00.487713,0.001008066168738128,18,4,3
402,2.331292223930359,PRUNED,0:00:00.070789,0.0016397376731235637,156,1,3
403,0.4898534822894866,PRUNED,0:00:14.420732,0.0034140370384302143,9,4,3
404,0.630764357184851,PRUNED,0:00:04.511988,0.001107521638329318,8,4,3
405,1.8235913726347912,PRUNED,0:00:00.546309,0.0024901763570046977,19,4,3
406,2.3690792610568385,PRUNED,0:00:02.117375,1.0874617628137922e-06,4,4,3
407,1.787651515868773,PRUNED,0:00:01.045062,0.0010872788334601563,9,4,3
408,2.3092407882213593,PRUNED,0:00:00.093470,0.0033588531014374563,200,4,3
409,1.8362191450595855,PRUNED,0:00:00.498111,0.001475471137372821,15,3,3
410,2.327682661753829,PRUNED,0:00:00.632955,0.00023585436387685307,16,4,3
411,2.341514144952481,PRUNED,0:00:00.367334,0.00023424005493256463,29,4,3
412,1.868545702275108,PRUNED,0:00:00.444063,0.002417723271499478,22,4,3
413,1.8526974228066457,PRUNED,0:00:00.430775,0.002346475687577352,21,4,3
414,2.1590729482246167,PRUNED,0:00:00.292202,0.0023785781451890757,46,4,3
415,0.49142069181549214,PRUNED,0:00:07.702850,0.0029282796472237783,14,4,3
416,0.4001436401968417,PRUNED,0:00:18.116107,0.0037988857974459787,13,4,3
417,1.1175239858419999,PRUNED,0:00:01.398815,0.003763355175745786,13,4,3
418,0.016865717247128487,COMPLETE,0:00:24.886038,0.0029900502616112103,10,4,3
419,0.5375203144658043,PRUNED,0:00:07.008531,0.0015803425959735307,9,4,3
420,0.017376506701111794,COMPLETE,0:00:24.623044,0.0029409910930189897,10,4,3
421,0.4952541035693764,PRUNED,0:00:09.220204,0.003103071130627623,10,4,3
422,2.342999151774815,PRUNED,0:00:00.106163,0.0013693224959078877,222,4,3
423,1.7984711905320485,PRUNED,0:00:00.366761,0.0037130600181595336,25,4,3
424,0.5084402689197719,PRUNED,0:00:10.136405,0.0028596705100113248,10,4,3
425,1.1630651199004867,PRUNED,0:00:01.035296,0.002814065660096713,17,4,3
426,1.0720205551025852,PRUNED,0:00:01.663017,0.001566349169447273,10,4,3
427,0.4801613037143984,PRUNED,0:00:10.864356,0.004943608802422291,12,4,3
428,1.8805860519409179,PRUNED,0:00:00.449393,0.002137911655017011,20,4,3
429,1.7458551069523425,PRUNED,0:00:00.310004,0.005380309971243321,32,4,3
430,1.9186897311255195,PRUNED,0:00:00.700079,0.0012063701575376756,14,4,3
431,1.9095453012769468,PRUNED,0:00:00.610651,0.00123865678254261,14,4,3
432,1.8543613360774132,PRUNED,0:00:00.399476,0.0028573327789127795,24,4,3
433,1.922483959368297,PRUNED,0:00:00.364299,0.002778312531733679,27,4,3
434,0.5231356770697847,PRUNED,0:00:08.301458,0.004600612285950452,9,4,3
435,2.332474152247111,PRUNED,0:00:00.083345,0.004061627153178722,255,4,3
436,1.062282682465227,PRUNED,0:00:01.653283,0.0021396547934586395,10,4,3
437,1.1551835876476915,PRUNED,0:00:00.900229,0.005272738355167967,19,4,3
438,1.043839118424678,PRUNED,0:00:01.607843,0.0017125265689326848,10,4,3
439,1.8190146201848985,PRUNED,0:00:00.559058,0.001739807308660037,15,4,3
440,0.4397931866427904,PRUNED,0:00:15.199468,0.002494944373542975,8,3,3
441,1.8169988854726156,PRUNED,0:00:00.354613,0.0024058252823934163,20,3,3
442,0.5184130466753437,PRUNED,0:00:08.782143,0.004242841431790932,8,4,3
443,0.5220000075316558,PRUNED,0:00:09.384859,0.004672936376255916,8,4,3
444,0.5290872157421164,PRUNED,0:00:08.989163,0.004660372424841185,8,4,3
445,1.9150476276233632,PRUNED,0:00:00.544124,0.0014576838409380468,16,4,3
446,2.2407157678861878,PRUNED,0:00:00.247634,0.0014695904260916635,41,4,3
447,1.8194677660411054,PRUNED,0:00:00.533130,0.002215186667930091,17,4,3
448,1.9141230454811684,PRUNED,0:00:00.388747,0.0023314412734164285,23,4,3
449,0.01745475083589554,COMPLETE,0:01:02.538276,0.0010731729710043176,4,4,3
450,0.4464271558268416,PRUNED,0:00:34.789704,0.0010704317721443681,4,4,3
451,1.8214925328890483,PRUNED,0:00:00.198732,0.0036528462539100245,28,1,3
452,1.7376791826436218,PRUNED,0:00:00.434711,0.0033124133443570244,21,4,3
453,1.7744931150490129,PRUNED,0:00:00.551347,0.0030070180885378044,21,4,3
454,0.017496632412075996,COMPLETE,0:00:16.472259,0.002941812149259304,16,4,3
455,1.05570769242265,PRUNED,0:00:01.062745,0.002841639062618576,17,4,3
456,1.02031224578619,PRUNED,0:00:01.139206,0.0023319334774854887,15,4,3
457,2.2952353273119246,PRUNED,0:00:00.090059,0.006413227486157379,244,4,3
458,2.193832333598818,PRUNED,0:00:00.204694,0.00255353762884997,55,4,3
459,2.0122962715805217,PRUNED,0:00:00.634645,0.0010812183351033226,16,4,3
460,1.9882046530179889,PRUNED,0:00:00.647471,0.0009809220846719593,14,4,3
461,1.9194244589916496,PRUNED,0:00:00.304766,0.0036451155928929322,35,4,3
462,2.367578496103701,PRUNED,0:00:00.318925,5.061236854422235e-05,33,4,3
463,2.3043487955783974,PRUNED,0:00:00.389386,0.000535321328009046,26,4,3
464,2.0068335930506387,PRUNED,0:00:00.383512,0.0019441437149882422,25,4,3
465,2.013882645245256,PRUNED,0:00:00.383834,0.0019795800764662464,26,4,3
466,0.4958882622241256,PRUNED,0:00:10.942033,0.0021199021213610916,9,4,3
467,0.4794911931278885,PRUNED,0:00:30.112742,0.0032085245428099094,4,4,3
468,0.8086920689430929,PRUNED,0:00:06.331535,0.0059942274207405635,4,4,3
469,0.017572909593582153,COMPLETE,0:01:01.660363,0.0013955621802944891,4,4,3
470,1.9742220368566392,PRUNED,0:00:00.488210,0.0014648801213724986,19,4,3
471,1.1177665005559507,PRUNED,0:00:01.327135,0.0036794822503132233,13,4,3
472,0.7970240128737304,PRUNED,0:00:05.917888,0.005740088714587644,4,4,3
473,1.0198767296569322,PRUNED,0:00:04.139232,0.0018265074568101381,4,4,3
474,0.49573201636772557,PRUNED,0:00:11.200065,0.0032405000127506047,9,4,3
475,1.7468234578768411,PRUNED,0:00:00.522393,0.0033167139201284654,20,4,3
476,0.3622453237357347,PRUNED,0:00:18.572399,0.003122881480189151,13,4,3
477,1.8410309625248755,PRUNED,0:00:00.819874,0.0012787143936051604,12,4,3
478,0.5656531588217922,PRUNED,0:00:02.050729,0.002709447065245457,14,4,2
479,1.128107012827185,PRUNED,0:00:00.992692,0.0038247303342115045,19,4,3
480,0.5232059154459225,PRUNED,0:00:09.388992,0.0040179856594268525,8,4,3
481,0.017599305137991905,COMPLETE,0:00:32.621400,0.0023621814675619758,8,4,3
482,2.1235138338345747,PRUNED,0:00:00.318485,0.0016169914721262926,29,4,3
483,0.017428701743483543,COMPLETE,0:00:28.309988,0.0022632486725892055,9,4,3
484,1.0060191758300947,PRUNED,0:00:01.621169,0.0023137438354544947,13,4,3
485,1.99333495778196,PRUNED,0:00:00.493785,0.0016771693845820852,22,4,3
486,0.5643199147876873,PRUNED,0:00:12.632032,0.0006698334059936253,4,4,3
487,1.728811396204907,PRUNED,0:00:00.714123,0.0020513935844261267,13,4,3
488,0.5886756911553362,PRUNED,0:00:05.920767,0.001330369854331874,8,4,3
489,0.5892138959593084,PRUNED,0:00:04.819524,0.0013503246122997606,9,4,3
490,2.2506925601225634,PRUNED,0:00:00.265624,0.001287366634136911,39,4,3
491,1.049331838467035,PRUNED,0:00:00.936715,0.004757596800278943,18,4,3
492,0.017441581934690475,COMPLETE,0:00:30.196743,0.0024554967391749055,8,4,3
493,1.9013169398674599,PRUNED,0:00:00.388262,0.0024125907397134446,23,4,3
494,1.9125146813252394,PRUNED,0:00:00.459442,0.002099586310080676,22,4,3
495,1.88275284795876,PRUNED,0:00:00.475949,0.0018692000815219558,18,4,3
496,2.1363552951812745,PRUNED,0:00:00.337379,0.0016105768858126694,30,4,3
497,2.3349128837386766,PRUNED,0:00:00.306520,0.0003477524325527212,31,4,3
498,0.4465666140867285,PRUNED,0:00:15.027705,0.0025921566334316444,9,4,3
499,0.01742386445403099,COMPLETE,0:00:30.060140,0.0025681034971657747,8,4,3
500,0.5426716665858807,PRUNED,0:00:04.370472,0.002656817322003634,13,4,3
501,0.5160542711256498,PRUNED,0:00:08.232260,0.004223104028264988,9,4,3
502,0.46712719833338134,PRUNED,0:00:10.533548,0.0041112131788542195,16,4,3
503,0.4535495395010168,PRUNED,0:00:07.827986,0.0057207130273508764,17,3,3
504,1.2061834149463202,PRUNED,0:00:01.232725,0.00532168131641727,16,4,3
505,1.2304818910360336,PRUNED,0:00:01.226348,0.006292482376870811,15,4,3
506,0.49733162551156934,PRUNED,0:00:05.649903,0.003898503990863264,16,3,3
507,2.356648734121612,PRUNED,0:00:00.145365,0.00011775813158463322,46,1,3
508,1.7478817151143,PRUNED,0:00:00.423189,0.003923141496415218,23,4,3
509,2.108707555315711,PRUNED,0:00:00.509789,0.0008958692282876227,17,4,3
510,1.7632673834600756,PRUNED,0:00:00.632534,0.0016445613602002265,12,3,3
511,0.6213306104463916,PRUNED,0:00:07.968475,0.003350717277250985,4,4,3
512,1.7467998258272808,PRUNED,0:00:00.475020,0.003311704964592706,20,4,3
513,0.01700728014111519,COMPLETE,0:01:01.671144,0.0018505526004782673,4,4,3
514,0.411030748138024,PRUNED,0:00:53.066906,0.002042358796150795,4,4,3
515,0.01748298481106758,COMPLETE,0:00:59.761505,0.0019424450373866373,4,4,3
516,2.3110157251358032,PRUNED,0:00:00.067715,0.001828063899446073,164,4,2
517,1.0009120174793786,PRUNED,0:00:04.029989,0.002810654225678922,4,4,3
518,0.016730809584259987,COMPLETE,0:00:59.187356,0.0028728982841464018,4,4,3
519,2.36702920856147,PRUNED,0:00:00.344098,1.097291432501314e-05,26,4,3
520,1.7275670992751275,PRUNED,0:00:00.783154,0.0018320000591150404,12,4,3
521,1.744124763434933,PRUNED,0:00:00.695371,0.0017759231109191528,12,4,3
522,7.175899987037365,PRUNED,0:00:00.181575,0.0722468491152071,59,4,3
523,0.5549050903608722,PRUNED,0:00:04.032324,0.0021178488112330745,12,4,3
524,1.9449964193197398,PRUNED,0:00:00.416707,0.0020722937155330918,23,4,3
525,1.2343736492535646,PRUNED,0:00:00.811458,0.007123070154956053,22,4,3
526,0.5088496253073934,PRUNED,0:00:11.194292,0.0029933236199695843,9,4,3
527,0.49825143392186566,PRUNED,0:00:11.035923,0.0028011680527869707,9,4,3
528,1.1007098985775825,PRUNED,0:00:01.336292,0.004882323998535995,12,4,3
529,1.8052138152622408,PRUNED,0:00:00.704788,0.00145574660236306,12,4,3
530,2.12773144032274,PRUNED,0:00:00.355916,0.0014569810871160847,27,4,3
531,1.7857484857241313,PRUNED,0:00:00.442248,0.002937088184120759,20,4,3
532,1.7140268970684833,PRUNED,0:00:00.481339,0.0029893858702409164,18,4,3
533,1.7390005351394735,PRUNED,0:00:01.060763,0.0010924391654810136,8,4,3
534,1.7641566424600539,PRUNED,0:00:01.021591,0.0010232968147384411,8,4,3
535,1.0354105371941802,PRUNED,0:00:04.090674,0.002092160167400242,4,4,3
536,1.0199138703205253,PRUNED,0:00:04.070328,0.0035139139077139474,4,4,3
537,1.9621016681194305,PRUNED,0:00:00.268381,0.003684394995480346,38,4,3
538,1.8880976676940917,PRUNED,0:00:00.270595,0.004917110237923234,38,4,3
539,1.2008005777994792,PRUNED,0:00:01.082942,0.004806618032045261,16,4,3
540,0.5552332639415688,PRUNED,0:00:03.615153,0.002567721049499184,14,4,3
541,0.4440113850261854,PRUNED,0:00:12.564879,0.002583821289308943,13,4,3
542,2.090148444359119,PRUNED,0:00:00.330091,0.0017654019310157905,29,4,3
543,0.5346551169858915,PRUNED,0:00:04.532635,0.002485839848181337,14,4,3
544,1.7196742340783093,PRUNED,0:00:00.619876,0.002312327714719499,14,4,3
545,2.27003147204717,PRUNED,0:00:00.141705,0.0015437338127394682,50,1,3
546,2.073737156223243,PRUNED,0:00:00.438176,0.0012654425983570064,21,4,3
547,0.01718251220881939,COMPLETE,0:00:19.641081,0.0021881066187335557,13,4,3
548,1.8602098513798542,PRUNED,0:00:00.493813,0.002018457905373279,18,4,3
549,1.7529098997192998,PRUNED,0:00:00.400147,0.004063252458067869,24,4,3
550,0.609771570886474,PRUNED,0:00:04.533098,0.006677381857517835,9,4,3
551,0.5911556100809431,PRUNED,0:00:04.650997,0.001972294922110193,9,4,3
552,2.315469590100375,PRUNED,0:00:00.109422,0.0017044034734041984,143,4,3
553,1.0364266672842606,PRUNED,0:00:03.975488,0.0008520905068582068,4,4,3
554,0.6242460488111422,PRUNED,0:00:08.254134,0.003717116959995756,4,4,3
555,1.899196754331174,PRUNED,0:00:00.306533,0.003441323830147975,33,4,3
556,2.039289000668103,PRUNED,0:00:00.484690,0.0012317118868441065,19,4,3
557,2.0526159763336183,PRUNED,0:00:00.493460,0.0012603287104313273,20,4,3
558,0.5901073045147363,PRUNED,0:00:05.057959,0.005672014744151457,8,4,3
559,1.193201032280922,PRUNED,0:00:00.817102,0.005599752074168804,25,4,3
560,0.9976948561367168,PRUNED,0:00:01.038859,0.0017323210987651412,8,4,2
561,0.7882525439384163,PRUNED,0:00:06.056233,0.004254994366182444,4,4,3
562,1.9176022581432177,PRUNED,0:00:00.647504,0.04738167236412944,13,4,3
563,1.7148533090301181,PRUNED,0:00:00.669949,0.0020954682824400016,13,4,3
564,1.8102403208613396,PRUNED,0:00:00.523951,0.0022682319023517848,17,4,3
565,0.017502177506685257,COMPLETE,0:00:14.871135,0.0030790323689910723,18,4,3
566,1.9183727502822876,PRUNED,0:00:00.363313,0.0028653353059445792,27,4,3
567,0.48297715052423706,PRUNED,0:00:13.771535,0.004386621410637188,9,4,3
568,1.741352980627733,PRUNED,0:00:00.787107,0.0015588215429209562,11,4,3
569,0.01734926924109459,COMPLETE,0:00:28.720851,0.0016711277782945377,9,4,3
570,2.2364336983362834,PRUNED,0:00:00.457634,0.000699274200364511,20,4,3
571,0.5140913163301766,PRUNED,0:00:09.348669,0.003121583507102054,8,4,3
572,1.933119116059269,PRUNED,0:00:00.490487,0.0015615122084821859,18,4,3
573,1.7533419191837312,PRUNED,0:00:00.402241,0.004357129669208339,25,4,3
574,0.49952961576272203,PRUNED,0:00:10.557583,0.0025806033272326276,9,4,3
575,0.666141891733129,PRUNED,0:00:00.849999,0.007894037503874712,32,4,3
576,0.017389094457030296,COMPLETE,0:01:03.335052,0.0020731096526549744,4,4,3
577,1.009237054775479,PRUNED,0:00:04.021968,0.0023319675466929703,4,4,3
578,0.5604223142499509,PRUNED,0:00:04.192236,0.002548209501217992,13,4,3
579,1.7880147890509845,PRUNED,0:00:00.602503,0.001809988181968078,14,4,3
580,1.9289322956915824,PRUNED,0:00:00.691702,0.0009726231121116422,12,4,3
581,0.5139575693631332,PRUNED,0:00:07.423703,0.0027199228453331768,10,4,3
582,2.3151238483767353,PRUNED,0:00:00.451084,0.00041850321389526866,24,4,3
583,0.3574276969106083,PRUNED,0:00:29.442215,0.00158041468880648,9,4,3
584,0.4122532546858896,PRUNED,0:00:13.867868,0.003376520134784928,17,4,3
585,0.584893456406214,PRUNED,0:00:02.854924,0.003190376772968104,17,4,3
586,2.294607745276557,PRUNED,0:00:00.100143,0.0032767121470095016,181,4,3
587,1.9912140369415283,PRUNED,0:00:00.541481,0.0012422112288322563,17,4,3
588,1.745828049283632,PRUNED,0:00:00.419039,0.0032272468575746424,21,4,3
589,0.55415720501578,PRUNED,0:00:05.670694,0.0014908146594349377,9,4,3
590,1.0257537086163797,PRUNED,0:00:01.421963,0.003775231105391603,12,4,3
591,0.49293071211102496,PRUNED,0:00:10.591341,0.004088961026628112,9,4,3
592,2.3074451982975006,PRUNED,0:00:00.110673,0.0037896429674709278,198,4,3
593,1.7593717918946192,PRUNED,0:00:00.224475,0.005062051950981854,29,1,3
594,0.6021623350231045,PRUNED,0:00:04.635209,0.00682917235973323,9,4,3
595,1.0812614356638284,PRUNED,0:00:02.091771,0.0067433515303293,8,4,3
596,1.0597612646222114,PRUNED,0:00:00.639626,0.00447993739933739,15,4,2
597,1.7065616233248107,PRUNED,0:00:00.274398,0.00453536587395376,21,4,2
598,0.9861827355164748,PRUNED,0:00:00.815517,0.004709432947725268,23,4,3
599,1.8426706925244398,PRUNED,0:00:00.432705,0.002467519794896509,21,4,3
600,2.3471773862838745,PRUNED,0:00:00.091441,0.0001874543030537,211,4,3
601,1.8689315453652413,PRUNED,0:00:00.333285,0.002576018419428617,24,3,3
602,0.017614642158150673,COMPLETE,0:00:13.732318,0.00326373492749033,15,3,3
603,0.4370265942747875,PRUNED,0:00:10.124582,0.0030995842670059,16,4,3
604,1.0835259203041825,PRUNED,0:00:01.246864,0.00341684700668499,14,4,3
605,2.3029053688049315,PRUNED,0:00:00.106180,0.003370178482722838,150,4,3
606,1.7577479124069213,PRUNED,0:00:00.581828,0.002109978946020158,15,4,3
607,1.7599206214310021,PRUNED,0:00:00.605131,0.0022386584755505,16,4,3
608,0.4898507480098996,PRUNED,0:00:26.174731,0.0027534692481976375,4,4,3
609,1.9610582336466362,PRUNED,0:00:00.307494,0.0028264629022335137,32,4,3
610,0.6140278067279566,PRUNED,0:00:08.242740,0.0035570800230997693,4,4,3
611,0.8178511191840454,PRUNED,0:00:06.596475,0.005759208213597764,4,4,3
612,2.2554072245307593,PRUNED,0:00:00.202976,0.002169684698510605,67,4,3
613,0.853144657147187,PRUNED,0:00:06.586513,0.005988042741987834,4,4,3
614,0.3916076887198674,PRUNED,0:00:27.707209,0.0025451140330210956,8,4,3
615,0.4790606012227394,PRUNED,0:00:27.044908,0.002493867628125795,4,4,3
616,0.4755095705828246,PRUNED,0:00:11.645557,0.0025930203377854256,11,4,3
617,1.952840005909955,PRUNED,0:00:00.360768,0.0025924041343397194,28,4,3
618,1.0138314333470428,PRUNED,0:00:01.548927,0.0019432837228204954,11,4,3
619,1.009913056212313,PRUNED,0:00:01.479175,0.0017657106160622207,11,4,3
620,1.0651076466563236,PRUNED,0:00:01.778201,0.0015382569718856286,9,4,3
621,0.6084333863309634,PRUNED,0:00:04.028751,0.0015098959697267577,8,4,3
622,1.842881679534912,PRUNED,0:00:00.544108,0.0024772484687669545,21,4,3
623,1.7751466096883797,PRUNED,0:00:00.886479,0.001131087426254011,9,4,3
624,2.2101136488573894,PRUNED,0:00:00.193769,0.002243971774909519,54,4,3
625,1.788398638367653,PRUNED,0:00:00.341521,0.004252064520744171,27,4,3
626,1.161450830441487,PRUNED,0:00:00.992484,0.009167720127827796,19,4,3
627,1.7725869039945965,PRUNED,0:00:00.550646,0.002974512464962653,19,4,3
628,1.1577448573293565,PRUNED,0:00:00.904772,0.009556019849451328,19,4,3
629,2.1719355004174368,PRUNED,0:00:00.253862,0.002044190104644232,43,4,3
630,0.6889240300903717,PRUNED,0:00:06.233628,0.005481856854995517,4,4,3
631,1.0352756272191588,PRUNED,0:00:01.403186,0.00541044924143753,13,4,3
632,0.587348168829213,PRUNED,0:00:03.216065,0.0026895475750141526,13,4,3
633,0.6124042770136957,PRUNED,0:00:02.808098,0.0025557104386767547,13,4,3
634,0.5133195263483832,PRUNED,0:00:09.114043,0.00379630686649903,8,4,3
635,1.9655364463406224,PRUNED,0:00:00.534103,0.0020525899841886933,24,4,3
636,2.1408625721931456,PRUNED,0:00:00.388420,0.0012939475395553476,25,4,3
637,1.1263926968138704,PRUNED,0:00:04.040298,0.003931114589287739,4,4,3
638,1.0316006183944724,PRUNED,0:00:04.280758,0.004635633155144676,4,4,3
639,0.6181426473682926,PRUNED,0:00:08.224813,0.003859095283598789,4,4,3
640,1.8565584674794624,PRUNED,0:00:00.290984,0.003959939547720512,32,4,3
641,0.5526493007457385,PRUNED,0:00:06.131570,0.0018594466178239362,8,4,3
642,1.8377950588862102,PRUNED,0:00:00.554369,0.0018440338928599166,16,4,3
643,1.8057096636295318,PRUNED,0:00:00.617760,0.0018253504117040004,15,4,3
644,2.2870074621466703,PRUNED,0:00:00.275678,0.0008456880971569549,35,4,3
645,1.6996551768113208,PRUNED,0:00:01.032275,0.001269796348447315,8,4,3
646,1.720958242172836,PRUNED,0:00:01.100538,0.0011886598958611044,8,4,3
647,2.3642849095662437,PRUNED,0:00:00.522447,2.2847288638438403e-05,20,4,3
648,1.7836651508624737,PRUNED,0:00:00.448253,0.0033169302746581504,23,4,3
649,0.43598124760648477,PRUNED,0:00:13.216613,0.0032876369845614667,13,4,3
650,1.7075622444567473,PRUNED,0:00:00.766914,0.002259848084685739,13,4,3
651,0.9847139543102633,PRUNED,0:00:01.447076,0.007460612083732021,12,4,3
652,1.1806502777597179,PRUNED,0:00:01.253745,0.007827932713960088,13,4,3
653,1.7190055078075779,PRUNED,0:00:00.344441,0.0029795876348080643,16,1,3
654,2.1685579013824463,PRUNED,0:00:00.124897,0.0030449237686919093,61,1,3
655,2.1034965153251375,PRUNED,0:00:00.374677,0.0015639651441933557,27,4,3
656,0.5891967058540827,PRUNED,0:00:04.732910,0.0020484780406249863,9,4,3
657,2.3688207268714905,PRUNED,0:00:01.179052,2.402150706893538e-06,8,4,3
658,1.8722068403340593,PRUNED,0:00:00.517125,0.0021275450464846232,19,4,3
659,1.8618517389780358,PRUNED,0:00:00.474692,0.0022086023629944223,19,4,3
660,0.535961941966126,PRUNED,0:00:05.679542,0.002371468764433492,12,4,3
661,2.3124440738133023,PRUNED,0:00:00.085090,0.005001279459960449,230,4,3
662,2.3693083178612495,PRUNED,0:00:00.722540,1.9525111703992515e-06,12,4,3
663,1.8588306235375804,PRUNED,0:00:00.672888,0.0014373164305485763,14,4,3
664,2.032693443759795,PRUNED,0:00:00.560948,0.001028617047511704,16,4,3
665,2.2997457442745084,PRUNED,0:00:00.248015,0.0009729442684573009,48,3,3
666,1.829506771529422,PRUNED,0:00:00.508716,0.002733675375090111,22,4,3
667,1.8685700031427237,PRUNED,0:00:00.443233,0.0026470953517303466,23,4,3
668,2.124369305592996,PRUNED,0:00:00.308280,0.0016871502028634325,28,4,2
669,0.45276558887894436,PRUNED,0:00:10.099324,0.0017777440699224926,8,4,2
670,0.7258512037255431,PRUNED,0:00:06.609182,0.00332473539788684,4,4,3
